Syndicate_ID,Bank_Account_ID,Syndicate_Size,Active_Vendor_Count,Total_Projects,Total_Syndicate_Funds_INR,State_Count,District_Count,MP_Count,Constituency_Count,Syndicate_Collusion_Risk,Evidence_Reasons
SYNDICATE_082,BANK000082,11,7,14,66270000,8,10,11,11,68.2,"['Shares bank account BANK000082 with 10 other registered contractors.', 'Belongs to a 11-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 66,270,000 in sanctioned project value across 14 projects.', '7 of 11 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 10 districts across 8 states involving 11 MPs.']"
SYNDICATE_025,BANK000025,6,6,14,70380000,5,6,12,12,68.18,"['Shares bank account BANK000025 with 5 other registered contractors.', 'Belongs to a 6-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 70,380,000 in sanctioned project value across 14 projects.', '6 of 6 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 6 districts across 5 states involving 12 MPs.']"
SYNDICATE_012,BANK000012,8,6,20,85350000,4,7,19,19,68.17,"['Shares bank account BANK000012 with 7 other registered contractors.', 'Belongs to a 8-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 85,350,000 in sanctioned project value across 20 projects.', '6 of 8 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 7 districts across 4 states involving 19 MPs.']"
SYNDICATE_028,BANK000028,8,6,14,82390000,6,8,14,13,67.8,"['Shares bank account BANK000028 with 7 other registered contractors.', 'Belongs to a 8-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 82,390,000 in sanctioned project value across 14 projects.', '6 of 8 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 8 districts across 6 states involving 14 MPs.']"
SYNDICATE_023,BANK000023,9,7,14,62630000,7,9,13,13,67.45,"['Shares bank account BANK000023 with 8 other registered contractors.', 'Belongs to a 9-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 62,630,000 in sanctioned project value across 14 projects.', '7 of 9 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 9 districts across 7 states involving 13 MPs.']"
SYNDICATE_047,BANK000047,7,6,12,74400000,5,7,12,12,67.38,"['Shares bank account BANK000047 with 6 other registered contractors.', 'Belongs to a 7-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 74,400,000 in sanctioned project value across 12 projects.', '6 of 7 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 7 districts across 5 states involving 12 MPs.']"
SYNDICATE_034,BANK000034,6,6,11,61700000,4,5,11,11,67.09,"['Shares bank account BANK000034 with 5 other registered contractors.', 'Belongs to a 6-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 61,700,000 in sanctioned project value across 11 projects.', '6 of 6 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 5 districts across 4 states involving 11 MPs.']"
SYNDICATE_013,BANK000013,10,7,11,57360000,6,10,11,10,66.79,"['Shares bank account BANK000013 with 9 other registered contractors.', 'Belongs to a 10-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 57,360,000 in sanctioned project value across 11 projects.', '7 of 10 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 10 districts across 6 states involving 11 MPs.']"
SYNDICATE_070,BANK000070,8,6,13,70500000,6,7,12,12,66.31,"['Shares bank account BANK000070 with 7 other registered contractors.', 'Belongs to a 8-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 70,500,000 in sanctioned project value across 13 projects.', '6 of 8 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 7 districts across 6 states involving 12 MPs.']"
SYNDICATE_016,BANK000016,7,6,13,63580000,5,7,13,13,66.03,"['Shares bank account BANK000016 with 6 other registered contractors.', 'Belongs to a 7-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 63,580,000 in sanctioned project value across 13 projects.', '6 of 7 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 7 districts across 5 states involving 13 MPs.']"
SYNDICATE_078,BANK000078,7,6,12,63400000,5,6,11,11,66.0,"['Shares bank account BANK000078 with 6 other registered contractors.', 'Belongs to a 7-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 63,400,000 in sanctioned project value across 12 projects.', '6 of 7 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 6 districts across 5 states involving 11 MPs.']"
SYNDICATE_006,BANK000006,7,6,12,62170000,4,7,11,11,65.85,"['Shares bank account BANK000006 with 6 other registered contractors.', 'Belongs to a 7-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 62,170,000 in sanctioned project value across 12 projects.', '6 of 7 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 7 districts across 4 states involving 11 MPs.']"
SYNDICATE_052,BANK000052,7,6,11,61300000,4,7,10,10,65.74,"['Shares bank account BANK000052 with 6 other registered contractors.', 'Belongs to a 7-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 61,300,000 in sanctioned project value across 11 projects.', '6 of 7 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 7 districts across 4 states involving 10 MPs.']"
SYNDICATE_049,BANK000049,7,6,10,52900000,7,7,10,10,64.69,"['Shares bank account BANK000049 with 6 other registered contractors.', 'Belongs to a 7-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 52,900,000 in sanctioned project value across 10 projects.', '6 of 7 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 7 districts across 7 states involving 10 MPs.']"
SYNDICATE_004,BANK000004,9,6,11,57480000,5,7,10,10,64.57,"['Shares bank account BANK000004 with 8 other registered contractors.', 'Belongs to a 9-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 57,480,000 in sanctioned project value across 11 projects.', '6 of 9 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 7 districts across 5 states involving 10 MPs.']"
SYNDICATE_019,BANK000019,8,6,10,55200000,5,7,10,10,64.4,"['Shares bank account BANK000019 with 7 other registered contractors.', 'Belongs to a 8-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 55,200,000 in sanctioned project value across 10 projects.', '6 of 8 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 7 districts across 5 states involving 10 MPs.']"
SYNDICATE_026,BANK000026,6,5,12,66670000,5,5,11,11,64.38,"['Shares bank account BANK000026 with 5 other registered contractors.', 'Belongs to a 6-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 66,670,000 in sanctioned project value across 12 projects.', '5 of 6 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 5 districts across 5 states involving 11 MPs.']"
SYNDICATE_030,BANK000030,7,5,15,62440000,6,6,13,12,63.03,"['Shares bank account BANK000030 with 6 other registered contractors.', 'Belongs to a 7-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 62,440,000 in sanctioned project value across 15 projects.', '5 of 7 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 6 districts across 6 states involving 13 MPs.']"
SYNDICATE_086,BANK000086,7,5,11,58410000,5,5,11,11,62.53,"['Shares bank account BANK000086 with 6 other registered contractors.', 'Belongs to a 7-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 58,410,000 in sanctioned project value across 11 projects.', '5 of 7 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 5 districts across 5 states involving 11 MPs.']"
SYNDICATE_063,BANK000063,8,6,9,38780000,5,7,8,7,62.35,"['Shares bank account BANK000063 with 7 other registered contractors.', 'Belongs to a 8-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 38,780,000 in sanctioned project value across 9 projects.', '6 of 8 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 7 districts across 5 states involving 8 MPs.']"
SYNDICATE_092,BANK000092,6,4,15,63280000,5,5,15,15,60.62,"['Shares bank account BANK000092 with 5 other registered contractors.', 'Belongs to a 6-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 63,280,000 in sanctioned project value across 15 projects.', '4 of 6 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 5 districts across 5 states involving 15 MPs.']"
SYNDICATE_075,BANK000075,8,5,8,43460000,6,7,8,8,60.43,"['Shares bank account BANK000075 with 7 other registered contractors.', 'Belongs to a 8-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 43,460,000 in sanctioned project value across 8 projects.', '5 of 8 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 7 districts across 6 states involving 8 MPs.']"
SYNDICATE_003,BANK000003,4,3,8,47430000,3,4,8,8,57.18,"['Shares bank account BANK000003 with 3 other registered contractors.', 'Belongs to a 4-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 47,430,000 in sanctioned project value across 8 projects.', '3 of 4 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 4 districts across 3 states involving 8 MPs.']"
SYNDICATE_055,BANK000055,3,3,4,15580000,2,2,4,4,56.64,"['Shares bank account BANK000055 with 2 other registered contractors.', 'Belongs to a 3-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 15,580,000 in sanctioned project value across 4 projects.', '3 of 3 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 2 districts across 2 states involving 4 MPs.']"
SYNDICATE_002,BANK000002,4,3,4,11090000,2,4,4,4,52.64,"['Shares bank account BANK000002 with 3 other registered contractors.', 'Belongs to a 4-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 11,090,000 in sanctioned project value across 4 projects.', '3 of 4 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 4 districts across 2 states involving 4 MPs.']"
SYNDICATE_009,BANK000009,5,2,5,20210000,3,4,5,5,48.34,"['Shares bank account BANK000009 with 4 other registered contractors.', 'Belongs to a 5-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 20,210,000 in sanctioned project value across 5 projects.', '2 of 5 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 4 districts across 3 states involving 5 MPs.']"
SYNDICATE_064,BANK000064,6,2,4,11590000,5,6,4,4,47.5,"['Shares bank account BANK000064 with 5 other registered contractors.', 'Belongs to a 6-member contractor network receiving government project awards.', 'The connected contractor group has collectively received INR 11,590,000 in sanctioned project value across 4 projects.', '2 of 6 network members are actively receiving MPLADS projects.', 'The shared-account vendor structure spans 6 districts across 5 states involving 4 MPs.']"
