Project_ID,MP_ID,Contractor_ID,Sanctioned_Amount,Project_Category,Constituency,State,Syndicate_ID,Syndicate_Role,Is_Syndicate_Ringleader,Is_Split_Work,Score_ML_Anomaly,Score_Syndicate_Collusion,Score_MP_Concentration,Score_Work_Splitting,Score_Network_Centrality,Vigilance_Priority_Index,Priority_Tier,Forensic_Explanation
P00068119,MP0026,V046880,2380000.0,Sanitation,WARANGAL-3,Telangana,NONE,INDEPENDENT,False,False,29.51,0.0,7.5,0.0,43.57,16.51,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00086904,MP0063,V038481,3080000.0,Healthcare,RAJKOT-2,Gujarat,NONE,INDEPENDENT,False,False,26.82,0.0,16.62,0.0,48.6,17.83,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00022306,MP0083,V015491,3890000.0,Public Infrastructure,VADODARA-4,Gujarat,NONE,INDEPENDENT,False,False,42.69,0.0,82.3,0.0,29.21,29.53,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0083 (Allocation Risk: 82.3)
P00025076,MP0094,V031852,7400000.0,Road,UJJAIN-4,Madhya Pradesh,NONE,INDEPENDENT,False,False,46.62,0.0,25.52,0.0,25.88,21.7,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00004287,MP0075,V029723,2020000.0,Sanitation,MADURAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,17.55,0.0,63.2,0.0,15.09,17.01,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00082558,MP0017,V005939,6250000.0,Sports,AGRA-4,Uttar Pradesh,NONE,INDEPENDENT,False,False,44.6,0.0,58.58,0.0,18.91,25.0,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00010018,MP0096,V047338,1310000.0,Healthcare,PUNE-3,Maharashtra,NONE,INDEPENDENT,False,False,21.38,0.0,54.12,0.0,46.38,21.49,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00040414,MP0034,V045987,3810000.0,Education,BALLARI-5,Karnataka,NONE,INDEPENDENT,False,False,37.21,0.0,52.88,0.0,6.42,20.06,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00002258,MP0065,V026674,1990000.0,Road,CHENNAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,40.62,0.0,94.85,0.0,15.88,28.8,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0065 (Allocation Risk: 94.8)
P00001770,MP0067,V032753,5330000.0,Agriculture,RAJKOT-4,Gujarat,NONE,INDEPENDENT,False,False,35.48,0.0,58.08,0.0,26.41,23.32,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00049833,MP0014,V038306,8980000.0,Public Infrastructure,DURGAPUR-5,West Bengal,NONE,INDEPENDENT,False,False,50.83,0.0,38.1,0.0,28.95,25.31,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 50.8/100
P00013903,MP0059,V033122,7110000.0,Sanitation,AGRA-4,Uttar Pradesh,NONE,INDEPENDENT,False,False,52.22,0.0,72.78,0.0,25.49,30.41,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 52.2/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0059 (Allocation Risk: 72.8)
P00098340,MP0061,V028217,9660000.0,Agriculture,AGRA-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,54.37,0.0,58.45,0.0,42.64,31.47,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 54.4/100
P00087942,MP0028,V031008,6660000.0,Sanitation,SILIGURI-5,West Bengal,NONE,INDEPENDENT,False,False,41.06,0.0,45.08,0.0,40.89,25.21,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00077539,MP0100,V008230,6250000.0,Road,NASHIK-5,Maharashtra,NONE,INDEPENDENT,False,False,42.2,0.0,18.55,0.0,31.8,20.21,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00019803,MP0084,V018586,8100000.0,Community Development,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,53.44,0.0,52.1,0.0,26.15,27.77,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 53.4/100
P00058761,MP0083,V041220,1460000.0,Community Development,VADODARA-4,Gujarat,NONE,INDEPENDENT,False,False,25.65,0.0,82.3,0.0,28.25,24.28,LOW,[MP_FAVORITISM] Awarded by high-concentration MP MP0083 (Allocation Risk: 82.3)
P00058806,MP0093,V030863,610000.0,Public Infrastructure,HOWRAH-3,West Bengal,NONE,INDEPENDENT,False,False,65.51,0.0,68.05,0.0,30.31,34.41,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 65.5/100
P00054266,MP0019,V017609,3510000.0,Sports,AURANGABAD-1,Bihar,NONE,INDEPENDENT,False,False,28.06,0.0,8.43,0.0,15.39,11.99,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00047954,MP0012,V028317,3460000.0,Education,SATARA-5,Maharashtra,NONE,INDEPENDENT,False,False,34.69,0.0,89.2,0.0,31.44,28.5,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0012 (Allocation Risk: 89.2)
P00097778,MP0064,V048952,3880000.0,Sports,WARANGAL-1,Telangana,NONE,INDEPENDENT,False,False,26.81,0.0,36.3,0.0,16.77,16.0,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00009938,MP0089,V048030,9520000.0,Sports,UJJAIN-5,Madhya Pradesh,NONE,INDEPENDENT,False,False,49.33,0.0,49.6,0.0,8.88,23.57,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00028256,MP0059,V000925,5990000.0,Electricity,AGRA-4,Uttar Pradesh,SYNDICATE_015,ACTIVE_PARTICIPANT,False,False,47.72,73.92,72.78,0.0,46.53,50.69,HIGH,[SYNDICATE] Contractor in SYNDICATE_015 (Shared Bank Collusion Risk: 73.9); [MP_FAVORITISM] Awarded by high-concentration MP MP0059 (Allocation Risk: 72.8)
P00021430,MP0090,V043360,5450000.0,Road,COIMBATORE-1,Tamil Nadu,NONE,INDEPENDENT,False,False,56.0,0.0,60.25,0.0,7.0,26.89,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 56.0/100
P00048271,MP0100,V008762,2850000.0,Community Development,NASHIK-5,Maharashtra,NONE,INDEPENDENT,False,False,32.05,0.0,18.55,0.0,39.25,18.29,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00055286,MP0079,V016951,5320000.0,Community Development,KOLKATA-5,West Bengal,NONE,INDEPENDENT,False,False,39.41,0.0,67.32,0.0,29.6,26.36,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00026897,MP0017,V043054,3700000.0,Water Supply,AGRA-4,Uttar Pradesh,NONE,INDEPENDENT,False,False,43.28,0.0,58.58,0.0,33.74,26.83,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00048811,MP0005,V032532,4930000.0,Public Infrastructure,MUZAFFARPUR-5,Bihar,NONE,INDEPENDENT,False,False,44.49,0.0,71.25,0.0,29.69,28.49,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0005 (Allocation Risk: 71.2)
P00070422,MP0044,V010841,4530000.0,Agriculture,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,34.26,0.0,26.92,0.0,16.46,16.79,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00025068,MP0006,V014882,7620000.0,Education,MADURAI-5,Tamil Nadu,NONE,INDEPENDENT,False,False,47.13,0.0,39.78,0.0,7.95,21.3,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00070826,MP0065,V019204,8330000.0,Sports,CHENNAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,49.69,0.0,94.85,0.0,8.54,30.42,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0065 (Allocation Risk: 94.8)
P00075861,MP0022,V001725,1520000.0,Healthcare,MADURAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,40.25,0.0,64.62,0.0,17.33,24.37,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00069582,MP0086,V016207,4680000.0,Education,MUZAFFARPUR-3,Bihar,NONE,INDEPENDENT,False,False,43.9,0.0,36.2,0.0,45.62,25.44,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00073454,MP0053,V048832,3680000.0,Sports,BALLARI-1,Karnataka,NONE,INDEPENDENT,False,False,35.72,0.0,43.45,0.0,25.07,20.99,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00097486,MP0095,V024449,8280000.0,Public Infrastructure,SOLAPUR-4,Maharashtra,NONE,INDEPENDENT,False,False,49.7,0.0,65.53,0.0,50.8,32.36,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00008811,MP0026,V046888,5520000.0,Road,WARANGAL-3,Telangana,NONE,INDEPENDENT,False,False,48.17,0.0,7.5,0.0,3.95,16.17,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00027116,MP0081,V040147,5640000.0,Sanitation,KOTA-2,Rajasthan,NONE,INDEPENDENT,False,False,44.02,0.0,59.02,0.0,7.11,23.13,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00086258,MP0057,V039357,6270000.0,Community Development,SILIGURI-2,West Bengal,NONE,INDEPENDENT,False,False,39.42,0.0,26.08,0.0,34.59,20.93,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00008649,MP0018,V025304,9200000.0,Road,JODHPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,51.89,0.0,50.18,0.0,25.57,26.93,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 51.9/100
P00009372,MP0099,V027774,2160000.0,Electricity,BALLARI-2,Karnataka,NONE,INDEPENDENT,False,False,19.65,0.0,33.62,0.0,29.43,15.35,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00028594,MP0059,V049610,2530000.0,Public Infrastructure,AGRA-4,Uttar Pradesh,NONE,INDEPENDENT,False,False,31.86,0.0,72.78,0.0,17.74,23.14,LOW,[MP_FAVORITISM] Awarded by high-concentration MP MP0059 (Allocation Risk: 72.8)
P00003071,MP0016,V001218,2550000.0,Agriculture,KALABURAGI-2,Karnataka,NONE,INDEPENDENT,False,False,30.69,0.0,21.02,0.0,27.97,16.56,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00093717,MP0043,V025879,9650000.0,Education,PATNA-2,Bihar,NONE,INDEPENDENT,False,False,57.33,0.0,54.58,0.0,8.96,26.73,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 57.3/100
P00057146,MP0044,V040685,6840000.0,Agriculture,BELAGAVI-4,Karnataka,NONE,INDEPENDENT,False,False,48.13,0.0,26.92,0.0,17.33,21.08,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00065628,MP0080,V039115,5220000.0,Community Development,PRAYAGRAJ-5,Uttar Pradesh,NONE,INDEPENDENT,False,False,39.69,0.0,44.12,0.0,20.48,21.6,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00061374,MP0060,V011507,1380000.0,Public Infrastructure,HYDERABAD-1,Telangana,NONE,INDEPENDENT,False,False,27.0,0.0,55.78,0.0,14.9,18.7,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00087091,MP0008,V045381,7850000.0,Electricity,NANDED-4,Maharashtra,NONE,INDEPENDENT,False,False,45.24,0.0,53.02,0.0,42.66,27.92,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00035699,MP0009,V049499,5580000.0,Road,INDORE-2,Madhya Pradesh,NONE,INDEPENDENT,False,False,48.86,0.0,49.6,0.0,6.93,23.14,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00042630,MP0075,V039772,6100000.0,Road,MADURAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,49.68,0.0,63.2,0.0,43.13,30.85,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00079029,MP0072,V008293,6010000.0,Road,INDORE-1,Madhya Pradesh,NONE,INDEPENDENT,False,False,46.69,0.0,30.2,0.0,41.54,24.77,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00090802,MP0070,V039098,730000.0,Road,NIZAMABAD-4,Telangana,NONE,INDEPENDENT,False,False,32.75,0.0,98.35,0.0,4.95,25.32,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0070 (Allocation Risk: 98.3)
P00041219,MP0082,V032996,1000000.0,Public Infrastructure,JODHPUR-3,Rajasthan,NONE,INDEPENDENT,False,False,31.34,0.0,43.42,0.0,50.4,23.47,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00001882,MP0058,V034733,6220000.0,Sports,KANPUR-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,37.58,0.0,27.65,0.0,30.32,19.97,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00057609,MP0062,V015205,8850000.0,Sanitation,GAYA-5,Bihar,NONE,INDEPENDENT,False,False,63.63,0.0,49.42,0.0,50.67,34.1,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 63.6/100
P00001410,MP0001,V002069,9830000.0,Electricity,BELAGAVI-3,Karnataka,NONE,INDEPENDENT,False,False,51.54,0.0,70.55,0.0,28.63,30.34,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 51.5/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0001 (Allocation Risk: 70.5)
P00022256,MP0045,V040954,8360000.0,Public Infrastructure,MADURAI-2,Tamil Nadu,NONE,INDEPENDENT,False,False,65.35,0.0,35.5,0.0,28.22,29.16,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 65.3/100
P00031024,MP0058,V042735,8390000.0,Sanitation,KANPUR-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,44.38,0.0,27.65,0.0,44.17,24.09,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00066743,MP0005,V008298,3620000.0,Road,MUZAFFARPUR-5,Bihar,NONE,INDEPENDENT,False,False,28.45,0.0,71.25,0.0,36.87,24.75,LOW,[MP_FAVORITISM] Awarded by high-concentration MP MP0005 (Allocation Risk: 71.2)
P00009343,MP0076,V010879,3990000.0,Community Development,KALABURAGI-2,Karnataka,NONE,INDEPENDENT,False,False,32.38,0.0,74.55,0.0,15.88,23.28,LOW,[MP_FAVORITISM] Awarded by high-concentration MP MP0076 (Allocation Risk: 74.5)
P00031818,MP0012,V004910,1370000.0,Sports,SATARA-5,Maharashtra,NONE,INDEPENDENT,False,False,21.93,0.0,89.2,0.0,35.34,25.26,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0012 (Allocation Risk: 89.2)
P00022839,MP0096,V015486,9150000.0,Education,PUNE-3,Maharashtra,NONE,INDEPENDENT,False,False,59.64,0.0,54.12,0.0,29.58,30.45,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 59.6/100
P00049934,MP0004,V018914,4310000.0,Community Development,PUNE-1,Maharashtra,NONE,INDEPENDENT,False,False,38.49,0.0,39.17,0.0,13.3,19.42,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00056874,MP0075,V004247,2840000.0,Electricity,MADURAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,16.85,0.0,63.2,0.0,29.04,18.89,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00042260,MP0085,V039814,6980000.0,Electricity,KOLKATA-1,West Bengal,NONE,INDEPENDENT,False,False,39.29,0.0,85.52,0.0,37.88,30.3,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0085 (Allocation Risk: 85.5)
P00074648,MP0075,V022493,2790000.0,Healthcare,MADURAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,23.73,0.0,63.2,0.0,22.84,20.02,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00034017,MP0022,V019326,8910000.0,Road,MADURAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,57.18,0.0,64.62,0.0,43.02,33.3,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 57.2/100
P00060394,MP0058,V011702,3000000.0,Water Supply,KANPUR-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,26.47,0.0,27.65,0.0,2.83,12.51,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00035900,MP0022,V006324,8570000.0,Community Development,MADURAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,62.8,0.0,64.62,0.0,8.46,29.8,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 62.8/100
P00099280,MP0014,V004658,7910000.0,Education,DURGAPUR-5,West Bengal,NONE,INDEPENDENT,False,False,52.5,0.0,38.1,0.0,22.04,24.77,LOW,[ML_ANOMALY] Physical/financial anomaly score 52.5/100
P00080333,MP0089,V049270,8820000.0,Sports,UJJAIN-5,Madhya Pradesh,NONE,INDEPENDENT,False,False,49.97,0.0,49.6,0.0,28.27,26.67,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00066608,MP0057,V006017,8240000.0,Sports,SILIGURI-2,West Bengal,NONE,INDEPENDENT,False,False,54.99,0.0,26.08,0.0,19.22,23.29,LOW,[ML_ANOMALY] Physical/financial anomaly score 55.0/100
P00060130,MP0012,V046937,9500000.0,Education,SATARA-5,Maharashtra,NONE,INDEPENDENT,False,False,65.13,0.0,89.2,0.0,38.34,38.67,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 65.1/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0012 (Allocation Risk: 89.2)
P00080574,MP0098,V046935,1310000.0,Agriculture,PRAYAGRAJ-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,23.72,0.0,66.6,0.0,24.8,20.83,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00007266,MP0042,V023949,3870000.0,Sports,SOLAPUR-3,Maharashtra,NONE,INDEPENDENT,False,False,31.03,0.0,53.32,0.0,24.55,20.99,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00094044,MP0022,V001880,2020000.0,Community Development,MADURAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,16.75,0.0,64.62,0.0,5.51,15.54,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00029279,MP0032,V039231,2250000.0,Electricity,MYSURU-4,Karnataka,NONE,INDEPENDENT,False,False,64.42,0.0,68.18,0.0,45.1,36.32,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 64.4/100
P00083616,MP0056,V011489,1900000.0,Community Development,WARANGAL-5,Telangana,NONE,INDEPENDENT,False,False,25.86,0.0,41.58,0.0,27.33,18.09,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00007388,MP0004,V044247,8420000.0,Road,PUNE-1,Maharashtra,NONE,INDEPENDENT,False,False,52.59,0.0,39.17,0.0,28.35,25.91,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 52.6/100
P00073600,MP0001,V038806,8520000.0,Community Development,BELAGAVI-3,Karnataka,NONE,INDEPENDENT,False,False,48.83,0.0,70.55,0.0,21.41,28.44,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0001 (Allocation Risk: 70.5)
P00078331,MP0096,V011392,680000.0,Education,PUNE-3,Maharashtra,NONE,INDEPENDENT,False,False,37.09,0.0,54.12,0.0,38.11,24.96,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00001814,MP0002,V008759,4350000.0,Sanitation,GAYA-1,Bihar,NONE,INDEPENDENT,False,False,41.41,0.0,11.48,0.0,40.11,20.16,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00072013,MP0054,V040425,2660000.0,Sports,BELAGAVI-3,Karnataka,NONE,INDEPENDENT,False,False,26.7,0.0,49.82,0.0,35.73,20.84,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00074640,MP0017,V047297,720000.0,Public Infrastructure,AGRA-4,Uttar Pradesh,NONE,INDEPENDENT,False,False,32.98,0.0,58.58,0.0,38.14,24.4,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00088073,MP0007,V035763,7630000.0,Healthcare,BHAGALPUR-5,Bihar,NONE,INDEPENDENT,False,False,44.35,0.0,58.42,0.0,50.94,29.71,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00005439,MP0038,V011764,7630000.0,Education,KALABURAGI-3,Karnataka,NONE,INDEPENDENT,False,False,48.01,0.0,37.17,0.0,35.3,25.27,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00085591,MP0078,V047716,2360000.0,Water Supply,BENGALURU-2,Karnataka,NONE,INDEPENDENT,False,False,29.66,0.0,89.12,0.0,46.02,29.17,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0078 (Allocation Risk: 89.1)
P00005202,MP0092,V019880,1650000.0,Road,MADURAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,17.87,0.0,48.68,0.0,41.59,18.9,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00003330,MP0025,V011039,1120000.0,Electricity,JODHPUR-4,Rajasthan,NONE,INDEPENDENT,False,False,31.63,0.0,54.78,0.0,18.92,20.54,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00039058,MP0081,V010682,1200000.0,Healthcare,KOTA-2,Rajasthan,NONE,INDEPENDENT,False,False,32.67,0.0,59.02,0.0,38.49,24.43,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00073000,MP0081,V039115,9620000.0,Sports,KOTA-2,Rajasthan,NONE,INDEPENDENT,False,False,50.17,0.0,59.02,0.0,20.48,26.98,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 50.2/100
P00024367,MP0013,V011254,8810000.0,Electricity,LUCKNOW-5,Uttar Pradesh,NONE,INDEPENDENT,False,False,56.06,0.0,30.48,0.0,33.07,26.35,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 56.1/100
P00049787,MP0040,V003547,3560000.0,Sanitation,JODHPUR-5,Rajasthan,NONE,INDEPENDENT,False,False,29.37,0.0,72.93,0.0,15.98,22.15,LOW,[MP_FAVORITISM] Awarded by high-concentration MP MP0040 (Allocation Risk: 72.9)
P00014349,MP0040,V041120,2990000.0,Sports,JODHPUR-5,Rajasthan,NONE,INDEPENDENT,False,False,29.63,0.0,72.93,0.0,37.78,25.5,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0040 (Allocation Risk: 72.9)
P00052466,MP0045,V013105,9410000.0,Road,MADURAI-2,Tamil Nadu,NONE,INDEPENDENT,False,False,49.47,0.0,35.5,0.0,8.75,21.48,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00092994,MP0085,V046895,8030000.0,Sanitation,KOLKATA-1,West Bengal,NONE,INDEPENDENT,False,False,43.91,0.0,85.52,0.0,5.15,26.77,MEDIUM,[MP_FAVORITISM] Awarded by high-concentration MP MP0085 (Allocation Risk: 85.5)
P00061041,MP0093,V017090,2170000.0,Road,HOWRAH-3,West Bengal,NONE,INDEPENDENT,False,False,20.81,0.0,68.05,0.0,26.95,20.49,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00064710,MP0083,V041142,5410000.0,Agriculture,VADODARA-4,Gujarat,NONE,INDEPENDENT,False,False,36.83,0.0,82.3,0.0,7.09,24.46,LOW,[MP_FAVORITISM] Awarded by high-concentration MP MP0083 (Allocation Risk: 82.3)
P00011802,MP0064,V047328,4230000.0,Healthcare,WARANGAL-1,Telangana,NONE,INDEPENDENT,False,False,37.88,0.0,36.3,0.0,39.45,22.73,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00026459,MP0016,V040862,6270000.0,Sports,KALABURAGI-2,Karnataka,NONE,INDEPENDENT,False,False,47.99,0.0,21.02,0.0,14.83,19.77,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00073955,MP0075,V017169,7160000.0,Healthcare,MADURAI-1,Tamil Nadu,NONE,INDEPENDENT,False,False,43.75,0.0,63.2,0.0,47.06,29.66,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00051714,MP0029,V028380,9580000.0,Sports,JODHPUR-2,Rajasthan,NONE,INDEPENDENT,False,False,67.56,0.0,82.12,0.0,34.09,37.7,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 67.6/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0029 (Allocation Risk: 82.1)
P00043371,MP0096,V020272,2770000.0,Education,PUNE-3,Maharashtra,NONE,INDEPENDENT,False,False,28.53,0.0,54.12,0.0,35.48,22.0,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00003482,MP0059,V030917,7840000.0,Public Infrastructure,AGRA-4,Uttar Pradesh,NONE,INDEPENDENT,False,False,53.53,0.0,72.78,0.0,49.87,34.46,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 53.5/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0059 (Allocation Risk: 72.8)
P00078215,MP0005,V037602,8510000.0,Sanitation,MUZAFFARPUR-5,Bihar,NONE,INDEPENDENT,False,False,61.35,0.0,71.25,0.0,32.08,33.9,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 61.4/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0005 (Allocation Risk: 71.2)
P00085762,MP0027,V035130,3660000.0,Electricity,MUZAFFARPUR-5,Bihar,NONE,INDEPENDENT,False,False,25.91,0.0,64.5,0.0,15.33,19.75,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00011203,MP0073,V022499,5730000.0,Sanitation,CHENNAI-3,Tamil Nadu,NONE,INDEPENDENT,False,False,48.48,0.0,38.17,0.0,18.81,23.09,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00037877,MP0028,V034128,1620000.0,Sports,SILIGURI-5,West Bengal,NONE,INDEPENDENT,False,False,15.82,0.0,45.08,0.0,26.55,15.49,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00063045,MP0061,V010662,2320000.0,Agriculture,AGRA-1,Uttar Pradesh,NONE,INDEPENDENT,False,False,23.88,0.0,58.45,0.0,37.69,21.59,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00075876,MP0039,V020763,7610000.0,Community Development,TIRUCHIRAPPALLI-2,Tamil Nadu,NONE,INDEPENDENT,False,False,46.36,0.0,39.2,0.0,8.09,21.0,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00047214,MP0041,V008058,7840000.0,Electricity,LATUR-3,Maharashtra,NONE,INDEPENDENT,False,False,55.03,0.0,51.6,0.0,20.07,27.26,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 55.0/100
P00098045,MP0009,V013238,3940000.0,Water Supply,INDORE-2,Madhya Pradesh,NONE,INDEPENDENT,False,False,33.22,0.0,49.6,0.0,6.25,18.34,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00087537,MP0090,V013886,6300000.0,Community Development,COIMBATORE-1,Tamil Nadu,NONE,INDEPENDENT,False,False,40.61,0.0,60.25,0.0,33.57,26.26,MEDIUM,Parameters within standard vigilance tolerances across all forensic layers
P00075249,MP0038,V024846,6570000.0,Agriculture,KALABURAGI-3,Karnataka,NONE,INDEPENDENT,False,False,53.04,0.0,37.17,0.0,27.27,25.58,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 53.0/100
P00079311,MP0071,V026543,7210000.0,Community Development,SALEM-2,Tamil Nadu,NONE,INDEPENDENT,False,False,52.14,0.0,74.47,0.0,26.21,30.74,MEDIUM,[ML_ANOMALY] Physical/financial anomaly score 52.1/100; [MP_FAVORITISM] Awarded by high-concentration MP MP0071 (Allocation Risk: 74.5)
P00085755,MP0089,V030601,3260000.0,Sanitation,UJJAIN-5,Madhya Pradesh,NONE,INDEPENDENT,False,False,32.03,0.0,49.6,0.0,12.9,18.98,LOW,Parameters within standard vigilance tolerances across all forensic layers
P00090086,MP0004,V007536,6330000.0,Road,PUNE-1,Maharashtra,NONE,INDEPENDENT,False,False,43.02,0.0,39.17,0.0,20.56,21.87,LOW,Parameters within standard vigilance tolerances across all forensic layers
