Vendor_ID,Vendor_Name,Registration_ID,Bank_Account_ID,Syndicate_ID,Syndicate_Size,Projects_Awarded,Total_Sanctioned_Value,State,District,Shared_Bank_Account_Flag,Requires_Audit,Evidence_Reasons
V015576,Contractor Company 015576,REG0015576,BANK015576,NONE,1,2,14470000,Bihar,Bhagalpur,False,False,Standard independent contractor account (single entity routing).
V015606,Contractor Company 015606,REG0015606,BANK015606,NONE,1,2,14470000,Maharashtra,Satara,False,False,Standard independent contractor account (single entity routing).
V022915,Contractor Company 022915,REG0022915,BANK022915,NONE,1,2,14470000,Tamil Nadu,Madurai,False,False,Standard independent contractor account (single entity routing).
V023305,Contractor Company 023305,REG0023305,BANK023305,NONE,1,3,14470000,Uttar Pradesh,Kanpur,False,False,Standard independent contractor account (single entity routing).
V032366,Contractor Company 032366,REG0032366,BANK032366,NONE,1,3,14470000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V041053,Contractor Company 041053,REG0041053,BANK041053,NONE,1,3,14470000,Uttar Pradesh,Kanpur,False,False,Standard independent contractor account (single entity routing).
V044850,Contractor Company 044850,REG0044850,BANK044850,NONE,1,3,14470000,Madhya Pradesh,Jabalpur,False,False,Standard independent contractor account (single entity routing).
V044963,Contractor Company 044963,REG0044963,BANK044963,NONE,1,2,14470000,Tamil Nadu,Chennai,False,False,Standard independent contractor account (single entity routing).
V046886,Contractor Company 046886,REG0046886,BANK046886,NONE,1,2,14470000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V047556,Contractor Company 047556,REG0047556,BANK047556,NONE,1,3,14470000,Karnataka,Belagavi,False,False,Standard independent contractor account (single entity routing).
V011806,Contractor Company 011806,REG0011806,BANK011806,NONE,1,2,14460000,Gujarat,Ahmedabad,False,False,Standard independent contractor account (single entity routing).
V012734,Contractor Company 012734,REG0012734,BANK012734,NONE,1,2,14460000,Gujarat,Rajkot,False,False,Standard independent contractor account (single entity routing).
V014129,Contractor Company 014129,REG0014129,BANK014129,NONE,1,4,14460000,Maharashtra,Latur,False,False,Standard independent contractor account (single entity routing).
V020383,Contractor Company 020383,REG0020383,BANK020383,NONE,1,3,14460000,Rajasthan,Jodhpur,False,False,Standard independent contractor account (single entity routing).
V023354,Contractor Company 023354,REG0023354,BANK023354,NONE,1,2,14460000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V024301,Contractor Company 024301,REG0024301,BANK024301,NONE,1,3,14460000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V024782,Contractor Company 024782,REG0024782,BANK024782,NONE,1,3,14460000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V029472,Contractor Company 029472,REG0029472,BANK029472,NONE,1,2,14460000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V033004,Contractor Company 033004,REG0033004,BANK033004,NONE,1,4,14460000,West Bengal,Durgapur,False,False,Standard independent contractor account (single entity routing).
V034143,Contractor Company 034143,REG0034143,BANK034143,NONE,1,3,14460000,Tamil Nadu,Chennai,False,False,Standard independent contractor account (single entity routing).
V036912,Contractor Company 036912,REG0036912,BANK036912,NONE,1,3,14460000,Tamil Nadu,Madurai,False,False,Standard independent contractor account (single entity routing).
V038392,Contractor Company 038392,REG0038392,BANK038392,NONE,1,3,14460000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V038468,Contractor Company 038468,REG0038468,BANK038468,NONE,1,3,14460000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V043537,Contractor Company 043537,REG0043537,BANK043537,NONE,1,2,14460000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V046009,Contractor Company 046009,REG0046009,BANK046009,NONE,1,2,14460000,Tamil Nadu,Madurai,False,False,Standard independent contractor account (single entity routing).
V046257,Contractor Company 046257,REG0046257,BANK046257,NONE,1,3,14460000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V049077,Contractor Company 049077,REG0049077,BANK049077,NONE,1,2,14460000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V009666,Contractor Company 009666,REG0009666,BANK009666,NONE,1,3,14450000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V011792,Contractor Company 011792,REG0011792,BANK011792,NONE,1,2,14450000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V013505,Contractor Company 013505,REG0013505,BANK013505,NONE,1,4,14450000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V013966,Contractor Company 013966,REG0013966,BANK013966,NONE,1,3,14450000,Gujarat,Vadodara,False,False,Standard independent contractor account (single entity routing).
V014544,Contractor Company 014544,REG0014544,BANK014544,NONE,1,2,14450000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V021878,Contractor Company 021878,REG0021878,BANK021878,NONE,1,2,14450000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V026232,Contractor Company 026232,REG0026232,BANK026232,NONE,1,3,14450000,Madhya Pradesh,Indore,False,False,Standard independent contractor account (single entity routing).
V028988,Contractor Company 028988,REG0028988,BANK028988,NONE,1,3,14450000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V029197,Contractor Company 029197,REG0029197,BANK029197,NONE,1,2,14450000,Rajasthan,Udaipur,False,False,Standard independent contractor account (single entity routing).
V035298,Contractor Company 035298,REG0035298,BANK035298,NONE,1,2,14450000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V040867,Contractor Company 040867,REG0040867,BANK040867,NONE,1,2,14450000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V041389,Contractor Company 041389,REG0041389,BANK041389,NONE,1,3,14450000,Maharashtra,Nashik,False,False,Standard independent contractor account (single entity routing).
V041872,Contractor Company 041872,REG0041872,BANK041872,NONE,1,2,14450000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V042394,Contractor Company 042394,REG0042394,BANK042394,NONE,1,5,14450000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V044654,Contractor Company 044654,REG0044654,BANK044654,NONE,1,2,14450000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V046338,Contractor Company 046338,REG0046338,BANK046338,NONE,1,2,14450000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V049295,Contractor Company 049295,REG0049295,BANK049295,NONE,1,3,14450000,Madhya Pradesh,Indore,False,False,Standard independent contractor account (single entity routing).
V001163,Contractor Company 001163,REG0001163,BANK001163,NONE,1,3,14440000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V003457,Contractor Company 003457,REG0003457,BANK003457,NONE,1,2,14440000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V007991,Contractor Company 007991,REG0007991,BANK007991,NONE,1,3,14440000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V010309,Contractor Company 010309,REG0010309,BANK010309,NONE,1,2,14440000,Karnataka,Bengaluru,False,False,Standard independent contractor account (single entity routing).
V015276,Contractor Company 015276,REG0015276,BANK015276,NONE,1,2,14440000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V016951,Contractor Company 016951,REG0016951,BANK016951,NONE,1,3,14440000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V019011,Contractor Company 019011,REG0019011,BANK019011,NONE,1,3,14440000,Madhya Pradesh,Jabalpur,False,False,Standard independent contractor account (single entity routing).
V019967,Contractor Company 019967,REG0019967,BANK019967,NONE,1,3,14440000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V020859,Contractor Company 020859,REG0020859,BANK020859,NONE,1,3,14440000,Madhya Pradesh,Bhopal,False,False,Standard independent contractor account (single entity routing).
V027379,Contractor Company 027379,REG0027379,BANK027379,NONE,1,3,14440000,Gujarat,Ahmedabad,False,False,Standard independent contractor account (single entity routing).
V028203,Contractor Company 028203,REG0028203,BANK028203,NONE,1,4,14440000,Karnataka,Bengaluru,False,False,Standard independent contractor account (single entity routing).
V030308,Contractor Company 030308,REG0030308,BANK030308,NONE,1,2,14440000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V038090,Contractor Company 038090,REG0038090,BANK038090,NONE,1,3,14440000,Madhya Pradesh,Gwalior,False,False,Standard independent contractor account (single entity routing).
V038943,Contractor Company 038943,REG0038943,BANK038943,NONE,1,3,14440000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V040098,Contractor Company 040098,REG0040098,BANK040098,NONE,1,3,14440000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V041631,Contractor Company 041631,REG0041631,BANK041631,NONE,1,3,14440000,Karnataka,Mysuru,False,False,Standard independent contractor account (single entity routing).
V042840,Contractor Company 042840,REG0042840,BANK042840,NONE,1,3,14440000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V043552,Contractor Company 043552,REG0043552,BANK043552,NONE,1,3,14440000,Bihar,Bhagalpur,False,False,Standard independent contractor account (single entity routing).
V049257,Contractor Company 049257,REG0049257,BANK049257,NONE,1,3,14440000,Uttar Pradesh,Agra,False,False,Standard independent contractor account (single entity routing).
V002692,Contractor Company 002692,REG0002692,BANK002692,NONE,1,4,14430000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V006716,Contractor Company 006716,REG0006716,BANK006716,NONE,1,2,14430000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V008939,Contractor Company 008939,REG0008939,BANK008939,NONE,1,2,14430000,Gujarat,Ahmedabad,False,False,Standard independent contractor account (single entity routing).
V009105,Contractor Company 009105,REG0009105,BANK009105,NONE,1,3,14430000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V009881,Contractor Company 009881,REG0009881,BANK009881,NONE,1,2,14430000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V015335,Contractor Company 015335,REG0015335,BANK015335,NONE,1,3,14430000,Rajasthan,Jodhpur,False,False,Standard independent contractor account (single entity routing).
V015872,Contractor Company 015872,REG0015872,BANK015872,NONE,1,2,14430000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V016159,Contractor Company 016159,REG0016159,BANK016159,NONE,1,4,14430000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V021470,Contractor Company 021470,REG0021470,BANK021470,NONE,1,2,14430000,Madhya Pradesh,Indore,False,False,Standard independent contractor account (single entity routing).
V029851,Contractor Company 029851,REG0029851,BANK029851,NONE,1,2,14430000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V031645,Contractor Company 031645,REG0031645,BANK031645,NONE,1,2,14430000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V033414,Contractor Company 033414,REG0033414,BANK033414,NONE,1,2,14430000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V035564,Contractor Company 035564,REG0035564,BANK035564,NONE,1,3,14430000,Maharashtra,Satara,False,False,Standard independent contractor account (single entity routing).
V037746,Contractor Company 037746,REG0037746,BANK037746,NONE,1,2,14430000,Uttar Pradesh,Agra,False,False,Standard independent contractor account (single entity routing).
V040515,Contractor Company 040515,REG0040515,BANK040515,NONE,1,2,14430000,Uttar Pradesh,Kanpur,False,False,Standard independent contractor account (single entity routing).
V042727,Contractor Company 042727,REG0042727,BANK042727,NONE,1,4,14430000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V049818,Contractor Company 049818,REG0049818,BANK049818,NONE,1,3,14430000,Maharashtra,Latur,False,False,Standard independent contractor account (single entity routing).
V001401,Contractor Company 001401,REG0001401,BANK001401,NONE,1,2,14420000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V005435,Contractor Company 005435,REG0005435,BANK005435,NONE,1,2,14420000,Maharashtra,Kolhapur,False,False,Standard independent contractor account (single entity routing).
V005566,Contractor Company 005566,REG0005566,BANK005566,NONE,1,3,14420000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V007319,Contractor Company 007319,REG0007319,BANK007319,NONE,1,2,14420000,Uttar Pradesh,Kanpur,False,False,Standard independent contractor account (single entity routing).
V009781,Contractor Company 009781,REG0009781,BANK009781,NONE,1,4,14420000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V012307,Contractor Company 012307,REG0012307,BANK012307,NONE,1,2,14420000,Tamil Nadu,Chennai,False,False,Standard independent contractor account (single entity routing).
V012737,Contractor Company 012737,REG0012737,BANK012737,NONE,1,2,14420000,Rajasthan,Udaipur,False,False,Standard independent contractor account (single entity routing).
V013065,Contractor Company 013065,REG0013065,BANK013065,NONE,1,2,14420000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V016891,Contractor Company 016891,REG0016891,BANK016891,NONE,1,2,14420000,Rajasthan,Udaipur,False,False,Standard independent contractor account (single entity routing).
V023129,Contractor Company 023129,REG0023129,BANK023129,NONE,1,2,14420000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V027964,Contractor Company 027964,REG0027964,BANK027964,NONE,1,2,14420000,Gujarat,Ahmedabad,False,False,Standard independent contractor account (single entity routing).
V031221,Contractor Company 031221,REG0031221,BANK031221,NONE,1,2,14420000,Maharashtra,Nagpur,False,False,Standard independent contractor account (single entity routing).
V031344,Contractor Company 031344,REG0031344,BANK031344,NONE,1,2,14420000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V039773,Contractor Company 039773,REG0039773,BANK039773,NONE,1,3,14420000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V048490,Contractor Company 048490,REG0048490,BANK048490,NONE,1,2,14420000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V002926,Contractor Company 002926,REG0002926,BANK002926,NONE,1,4,14410000,Rajasthan,Kota,False,False,Standard independent contractor account (single entity routing).
V008197,Contractor Company 008197,REG0008197,BANK008197,NONE,1,2,14410000,Gujarat,Ahmedabad,False,False,Standard independent contractor account (single entity routing).
V009016,Contractor Company 009016,REG0009016,BANK009016,NONE,1,3,14410000,Telangana,Karimnagar,False,False,Standard independent contractor account (single entity routing).
V013159,Contractor Company 013159,REG0013159,BANK013159,NONE,1,2,14410000,Madhya Pradesh,Bhopal,False,False,Standard independent contractor account (single entity routing).
V015941,Contractor Company 015941,REG0015941,BANK015941,NONE,1,4,14410000,Gujarat,Vadodara,False,False,Standard independent contractor account (single entity routing).
V019126,Contractor Company 019126,REG0019126,BANK019126,NONE,1,2,14410000,West Bengal,Kolkata,False,False,Standard independent contractor account (single entity routing).
V019857,Contractor Company 019857,REG0019857,BANK019857,NONE,1,3,14410000,Madhya Pradesh,Indore,False,False,Standard independent contractor account (single entity routing).
V019865,Contractor Company 019865,REG0019865,BANK019865,NONE,1,3,14410000,Uttar Pradesh,Agra,False,False,Standard independent contractor account (single entity routing).
V020474,Contractor Company 020474,REG0020474,BANK020474,NONE,1,2,14410000,Madhya Pradesh,Jabalpur,False,False,Standard independent contractor account (single entity routing).
V022548,Contractor Company 022548,REG0022548,BANK022548,NONE,1,4,14410000,Maharashtra,Kolhapur,False,False,Standard independent contractor account (single entity routing).
V029496,Contractor Company 029496,REG0029496,BANK029496,NONE,1,3,14410000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V030160,Contractor Company 030160,REG0030160,BANK030160,NONE,1,3,14410000,Uttar Pradesh,Kanpur,False,False,Standard independent contractor account (single entity routing).
V030176,Contractor Company 030176,REG0030176,BANK030176,NONE,1,3,14410000,Gujarat,Vadodara,False,False,Standard independent contractor account (single entity routing).
V030659,Contractor Company 030659,REG0030659,BANK030659,NONE,1,3,14410000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V030900,Contractor Company 030900,REG0030900,BANK030900,NONE,1,2,14410000,Bihar,Aurangabad,False,False,Standard independent contractor account (single entity routing).
V032130,Contractor Company 032130,REG0032130,BANK032130,NONE,1,3,14410000,Madhya Pradesh,Bhopal,False,False,Standard independent contractor account (single entity routing).
V032401,Contractor Company 032401,REG0032401,BANK032401,NONE,1,3,14410000,Rajasthan,Kota,False,False,Standard independent contractor account (single entity routing).
V034020,Contractor Company 034020,REG0034020,BANK034020,NONE,1,2,14410000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V036454,Contractor Company 036454,REG0036454,BANK036454,NONE,1,4,14410000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V037146,Contractor Company 037146,REG0037146,BANK037146,NONE,1,4,14410000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V045510,Contractor Company 045510,REG0045510,BANK045510,NONE,1,3,14410000,Rajasthan,Kota,False,False,Standard independent contractor account (single entity routing).
V047926,Contractor Company 047926,REG0047926,BANK047926,NONE,1,3,14410000,West Bengal,Durgapur,False,False,Standard independent contractor account (single entity routing).
V005205,Contractor Company 005205,REG0005205,BANK005205,NONE,1,2,14400000,Maharashtra,Nashik,False,False,Standard independent contractor account (single entity routing).
V013902,Contractor Company 013902,REG0013902,BANK013902,NONE,1,3,14400000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V015381,Contractor Company 015381,REG0015381,BANK015381,NONE,1,2,14400000,Uttar Pradesh,Kanpur,False,False,Standard independent contractor account (single entity routing).
V018153,Contractor Company 018153,REG0018153,BANK018153,NONE,1,2,14400000,Rajasthan,Jodhpur,False,False,Standard independent contractor account (single entity routing).
V020592,Contractor Company 020592,REG0020592,BANK020592,NONE,1,3,14400000,Rajasthan,Jodhpur,False,False,Standard independent contractor account (single entity routing).
V023116,Contractor Company 023116,REG0023116,BANK023116,NONE,1,3,14400000,Maharashtra,Latur,False,False,Standard independent contractor account (single entity routing).
V023463,Contractor Company 023463,REG0023463,BANK023463,NONE,1,3,14400000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V026585,Contractor Company 026585,REG0026585,BANK026585,NONE,1,3,14400000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V028435,Contractor Company 028435,REG0028435,BANK028435,NONE,1,2,14400000,Maharashtra,Nanded,False,False,Standard independent contractor account (single entity routing).
V029789,Contractor Company 029789,REG0029789,BANK029789,NONE,1,2,14400000,West Bengal,Howrah,False,False,Standard independent contractor account (single entity routing).
V030574,Contractor Company 030574,REG0030574,BANK030574,NONE,1,2,14400000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V031742,Contractor Company 031742,REG0031742,BANK031742,NONE,1,3,14400000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V040079,Contractor Company 040079,REG0040079,BANK040079,NONE,1,2,14400000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V041128,Contractor Company 041128,REG0041128,BANK041128,NONE,1,4,14400000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V041744,Contractor Company 041744,REG0041744,BANK041744,NONE,1,3,14400000,Gujarat,Ahmedabad,False,False,Standard independent contractor account (single entity routing).
V042987,Contractor Company 042987,REG0042987,BANK042987,NONE,1,4,14400000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V043926,Contractor Company 043926,REG0043926,BANK043926,NONE,1,3,14400000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V002794,Contractor Company 002794,REG0002794,BANK002794,NONE,1,2,14390000,Karnataka,Hubballi,False,False,Standard independent contractor account (single entity routing).
V003062,Contractor Company 003062,REG0003062,BANK003062,NONE,1,3,14390000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V003466,Contractor Company 003466,REG0003466,BANK003466,NONE,1,2,14390000,West Bengal,Durgapur,False,False,Standard independent contractor account (single entity routing).
V004790,Contractor Company 004790,REG0004790,BANK004790,NONE,1,3,14390000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V005260,Contractor Company 005260,REG0005260,BANK005260,NONE,1,3,14390000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V008157,Contractor Company 008157,REG0008157,BANK008157,NONE,1,3,14390000,Maharashtra,Nashik,False,False,Standard independent contractor account (single entity routing).
V008309,Contractor Company 008309,REG0008309,BANK008309,NONE,1,4,14390000,Madhya Pradesh,Indore,False,False,Standard independent contractor account (single entity routing).
V017670,Contractor Company 017670,REG0017670,BANK017670,NONE,1,2,14390000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V019016,Contractor Company 019016,REG0019016,BANK019016,NONE,1,4,14390000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V020289,Contractor Company 020289,REG0020289,BANK020289,NONE,1,2,14390000,Tamil Nadu,Salem,False,False,Standard independent contractor account (single entity routing).
V029784,Contractor Company 029784,REG0029784,BANK029784,NONE,1,2,14390000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V030333,Contractor Company 030333,REG0030333,BANK030333,NONE,1,3,14390000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V035869,Contractor Company 035869,REG0035869,BANK035869,NONE,1,3,14390000,Karnataka,Hubballi,False,False,Standard independent contractor account (single entity routing).
V037177,Contractor Company 037177,REG0037177,BANK037177,NONE,1,2,14390000,Madhya Pradesh,Jabalpur,False,False,Standard independent contractor account (single entity routing).
V038275,Contractor Company 038275,REG0038275,BANK038275,NONE,1,2,14390000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V038958,Contractor Company 038958,REG0038958,BANK038958,NONE,1,2,14390000,Maharashtra,Nashik,False,False,Standard independent contractor account (single entity routing).
V045470,Contractor Company 045470,REG0045470,BANK045470,NONE,1,2,14390000,Rajasthan,Jaipur,False,False,Standard independent contractor account (single entity routing).
V046698,Contractor Company 046698,REG0046698,BANK046698,NONE,1,2,14390000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V047177,Contractor Company 047177,REG0047177,BANK047177,NONE,1,3,14390000,Gujarat,Ahmedabad,False,False,Standard independent contractor account (single entity routing).
V047959,Contractor Company 047959,REG0047959,BANK047959,NONE,1,2,14390000,Uttar Pradesh,Varanasi,False,False,Standard independent contractor account (single entity routing).
V001350,Contractor Company 001350,REG0001350,BANK001350,NONE,1,2,14380000,Maharashtra,Kolhapur,False,False,Standard independent contractor account (single entity routing).
V005716,Contractor Company 005716,REG0005716,BANK005716,NONE,1,2,14380000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V008897,Contractor Company 008897,REG0008897,BANK008897,NONE,1,3,14380000,Madhya Pradesh,Jabalpur,False,False,Standard independent contractor account (single entity routing).
V010131,Contractor Company 010131,REG0010131,BANK010131,NONE,1,2,14380000,Gujarat,Surat,False,False,Standard independent contractor account (single entity routing).
V016349,Contractor Company 016349,REG0016349,BANK016349,NONE,1,2,14380000,Madhya Pradesh,Jabalpur,False,False,Standard independent contractor account (single entity routing).
V018236,Contractor Company 018236,REG0018236,BANK018236,NONE,1,4,14380000,Telangana,Warangal,False,False,Standard independent contractor account (single entity routing).
V018679,Contractor Company 018679,REG0018679,BANK018679,NONE,1,2,14380000,Bihar,Gaya,False,False,Standard independent contractor account (single entity routing).
V020622,Contractor Company 020622,REG0020622,BANK020622,NONE,1,2,14380000,Maharashtra,Satara,False,False,Standard independent contractor account (single entity routing).
V021073,Contractor Company 021073,REG0021073,BANK021073,NONE,1,2,14380000,Bihar,Patna,False,False,Standard independent contractor account (single entity routing).
V027090,Contractor Company 027090,REG0027090,BANK027090,NONE,1,3,14380000,Madhya Pradesh,Indore,False,False,Standard independent contractor account (single entity routing).
V038776,Contractor Company 038776,REG0038776,BANK038776,NONE,1,2,14380000,Rajasthan,Kota,False,False,Standard independent contractor account (single entity routing).
V039207,Contractor Company 039207,REG0039207,BANK039207,NONE,1,2,14380000,Gujarat,Vadodara,False,False,Standard independent contractor account (single entity routing).
V041457,Contractor Company 041457,REG0041457,BANK041457,NONE,1,3,14380000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V042732,Contractor Company 042732,REG0042732,BANK042732,NONE,1,2,14380000,Tamil Nadu,Chennai,False,False,Standard independent contractor account (single entity routing).
V043505,Contractor Company 043505,REG0043505,BANK043505,NONE,1,3,14380000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V045497,Contractor Company 045497,REG0045497,BANK045497,NONE,1,3,14380000,Karnataka,Belagavi,False,False,Standard independent contractor account (single entity routing).
V046052,Contractor Company 046052,REG0046052,BANK046052,NONE,1,2,14380000,Maharashtra,Sangli,False,False,Standard independent contractor account (single entity routing).
V048709,Contractor Company 048709,REG0048709,BANK048709,NONE,1,2,14380000,Rajasthan,Jodhpur,False,False,Standard independent contractor account (single entity routing).
V008394,Contractor Company 008394,REG0008394,BANK008394,NONE,1,2,14370000,West Bengal,Durgapur,False,False,Standard independent contractor account (single entity routing).
V011857,Contractor Company 011857,REG0011857,BANK011857,NONE,1,3,14370000,Bihar,Muzaffarpur,False,False,Standard independent contractor account (single entity routing).
V016092,Contractor Company 016092,REG0016092,BANK016092,NONE,1,2,14370000,Telangana,Nizamabad,False,False,Standard independent contractor account (single entity routing).
V016916,Contractor Company 016916,REG0016916,BANK016916,NONE,1,3,14370000,West Bengal,Kolkata,False,False,Standard independent contractor account (single entity routing).
V018103,Contractor Company 018103,REG0018103,BANK018103,NONE,1,2,14370000,Maharashtra,Nanded,False,False,Standard independent contractor account (single entity routing).
V019351,Contractor Company 019351,REG0019351,BANK019351,NONE,1,3,14370000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V026832,Contractor Company 026832,REG0026832,BANK026832,NONE,1,2,14370000,Maharashtra,Latur,False,False,Standard independent contractor account (single entity routing).
V027231,Contractor Company 027231,REG0027231,BANK027231,NONE,1,3,14370000,Karnataka,Hubballi,False,False,Standard independent contractor account (single entity routing).
V027548,Contractor Company 027548,REG0027548,BANK027548,NONE,1,2,14370000,Gujarat,Bhavnagar,False,False,Standard independent contractor account (single entity routing).
V028400,Contractor Company 028400,REG0028400,BANK028400,NONE,1,2,14370000,West Bengal,Siliguri,False,False,Standard independent contractor account (single entity routing).
V032252,Contractor Company 032252,REG0032252,BANK032252,NONE,1,3,14370000,Gujarat,Rajkot,False,False,Standard independent contractor account (single entity routing).
V039995,Contractor Company 039995,REG0039995,BANK039995,NONE,1,3,14370000,Telangana,Hyderabad,False,False,Standard independent contractor account (single entity routing).
V041120,Contractor Company 041120,REG0041120,BANK041120,NONE,1,4,14370000,Uttar Pradesh,Lucknow,False,False,Standard independent contractor account (single entity routing).
V041691,Contractor Company 041691,REG0041691,BANK041691,NONE,1,4,14370000,Madhya Pradesh,Indore,False,False,Standard independent contractor account (single entity routing).
V043656,Contractor Company 043656,REG0043656,BANK043656,NONE,1,2,14370000,Maharashtra,Solapur,False,False,Standard independent contractor account (single entity routing).
V046291,Contractor Company 046291,REG0046291,BANK046291,NONE,1,2,14370000,Madhya Pradesh,Bhopal,False,False,Standard independent contractor account (single entity routing).
V003721,Contractor Company 003721,REG0003721,BANK003721,NONE,1,4,14360000,Tamil Nadu,Tiruchirappalli,False,False,Standard independent contractor account (single entity routing).
V005390,Contractor Company 005390,REG0005390,BANK005390,NONE,1,2,14360000,Madhya Pradesh,Ujjain,False,False,Standard independent contractor account (single entity routing).
V006640,Contractor Company 006640,REG0006640,BANK006640,NONE,1,2,14360000,Rajasthan,Ajmer,False,False,Standard independent contractor account (single entity routing).
V007972,Contractor Company 007972,REG0007972,BANK007972,NONE,1,2,14360000,Uttar Pradesh,Varanasi,False,False,Standard independent contractor account (single entity routing).
