Vendor_ID,Vendor_Name,Bank_Account_ID,Syndicate_ID,Syndicate_Size,Active_Project_Count,Vendor_Total_Sanctioned_Amount,Syndicate_Total_Funds_INR,Collusion_Risk_Score,Evidence_Reasons
V000941,Contractor Company 000941,BANK000041,SYNDICATE_041,13,2,8060000,160270000,90.34,"['Shares bank account BANK000041 with 12 other registered contractors.', 'Belongs to SYNDICATE_041 (13 members) controlling 26 projects.', 'Contractor syndicate holds INR 160,270,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 8,060,000.']"
V000561,Contractor Company 000561,BANK000041,SYNDICATE_041,13,1,4740000,160270000,90.34,"['Shares bank account BANK000041 with 12 other registered contractors.', 'Belongs to SYNDICATE_041 (13 members) controlling 26 projects.', 'Contractor syndicate holds INR 160,270,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 4,740,000.']"
V000827,Contractor Company 000827,BANK000041,SYNDICATE_041,13,1,2400000,160270000,90.34,"['Shares bank account BANK000041 with 12 other registered contractors.', 'Belongs to SYNDICATE_041 (13 members) controlling 26 projects.', 'Contractor syndicate holds INR 160,270,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 2,400,000.']"
V000433,Contractor Company 000433,BANK000043,SYNDICATE_043,15,5,23960000,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 5 project(s) totaling INR 23,960,000.']"
V000313,Contractor Company 000313,BANK000043,SYNDICATE_043,15,4,23190000,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 23,190,000.']"
V000066,Contractor Company 000066,BANK000043,SYNDICATE_043,15,2,18700000,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 18,700,000.']"
V000135,Contractor Company 000135,BANK000043,SYNDICATE_043,15,4,18150000,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 18,150,000.']"
V000914,Contractor Company 000914,BANK000043,SYNDICATE_043,15,2,14540000,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 14,540,000.']"
V000192,Contractor Company 000192,BANK000043,SYNDICATE_043,15,2,11920000,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 11,920,000.']"
V000682,Contractor Company 000682,BANK000043,SYNDICATE_043,15,2,11660000,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 11,660,000.']"
V000436,Contractor Company 000436,BANK000043,SYNDICATE_043,15,2,7130000,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 7,130,000.']"
V000870,Contractor Company 000870,BANK000043,SYNDICATE_043,15,2,6350000,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 6,350,000.']"
V000869,Contractor Company 000869,BANK000043,SYNDICATE_043,15,1,6270000,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 6,270,000.']"
V000043,Contractor Company 000043,BANK000043,SYNDICATE_043,15,1,5830000,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 5,830,000.']"
V000014,Contractor Company 000014,BANK000043,SYNDICATE_043,15,2,4260000,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 4,260,000.']"
V000628,Contractor Company 000628,BANK000043,SYNDICATE_043,15,1,2100000,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 2,100,000.']"
V000028,Contractor Company 000028,BANK000043,SYNDICATE_043,15,0,0,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000238,Contractor Company 000238,BANK000043,SYNDICATE_043,15,0,0,154060000,90.03,"['Shares bank account BANK000043 with 14 other registered contractors.', 'Belongs to SYNDICATE_043 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 154,060,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000537,Contractor Company 000537,BANK000018,SYNDICATE_018,13,5,29960000,168430000,89.82,"['Shares bank account BANK000018 with 12 other registered contractors.', 'Belongs to SYNDICATE_018 (13 members) controlling 28 projects.', 'Contractor syndicate holds INR 168,430,000 in sanctioned public funds.', 'Entity directly holds 5 project(s) totaling INR 29,960,000.']"
V000660,Contractor Company 000660,BANK000018,SYNDICATE_018,13,2,18320000,168430000,89.82,"['Shares bank account BANK000018 with 12 other registered contractors.', 'Belongs to SYNDICATE_018 (13 members) controlling 28 projects.', 'Contractor syndicate holds INR 168,430,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 18,320,000.']"
V000295,Contractor Company 000295,BANK000018,SYNDICATE_018,13,3,17300000,168430000,89.82,"['Shares bank account BANK000018 with 12 other registered contractors.', 'Belongs to SYNDICATE_018 (13 members) controlling 28 projects.', 'Contractor syndicate holds INR 168,430,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 17,300,000.']"
V000689,Contractor Company 000689,BANK000018,SYNDICATE_018,13,2,16350000,168430000,89.82,"['Shares bank account BANK000018 with 12 other registered contractors.', 'Belongs to SYNDICATE_018 (13 members) controlling 28 projects.', 'Contractor syndicate holds INR 168,430,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 16,350,000.']"
V000932,Contractor Company 000932,BANK000018,SYNDICATE_018,13,3,16280000,168430000,89.82,"['Shares bank account BANK000018 with 12 other registered contractors.', 'Belongs to SYNDICATE_018 (13 members) controlling 28 projects.', 'Contractor syndicate holds INR 168,430,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 16,280,000.']"
V000463,Contractor Company 000463,BANK000018,SYNDICATE_018,13,3,15690000,168430000,89.82,"['Shares bank account BANK000018 with 12 other registered contractors.', 'Belongs to SYNDICATE_018 (13 members) controlling 28 projects.', 'Contractor syndicate holds INR 168,430,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 15,690,000.']"
V000292,Contractor Company 000292,BANK000018,SYNDICATE_018,13,4,15070000,168430000,89.82,"['Shares bank account BANK000018 with 12 other registered contractors.', 'Belongs to SYNDICATE_018 (13 members) controlling 28 projects.', 'Contractor syndicate holds INR 168,430,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 15,070,000.']"
V000860,Contractor Company 000860,BANK000018,SYNDICATE_018,13,2,11190000,168430000,89.82,"['Shares bank account BANK000018 with 12 other registered contractors.', 'Belongs to SYNDICATE_018 (13 members) controlling 28 projects.', 'Contractor syndicate holds INR 168,430,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 11,190,000.']"
V000504,Contractor Company 000504,BANK000018,SYNDICATE_018,13,1,9020000,168430000,89.82,"['Shares bank account BANK000018 with 12 other registered contractors.', 'Belongs to SYNDICATE_018 (13 members) controlling 28 projects.', 'Contractor syndicate holds INR 168,430,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 9,020,000.']"
V000476,Contractor Company 000476,BANK000018,SYNDICATE_018,13,1,8760000,168430000,89.82,"['Shares bank account BANK000018 with 12 other registered contractors.', 'Belongs to SYNDICATE_018 (13 members) controlling 28 projects.', 'Contractor syndicate holds INR 168,430,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 8,760,000.']"
V000763,Contractor Company 000763,BANK000018,SYNDICATE_018,13,1,7370000,168430000,89.82,"['Shares bank account BANK000018 with 12 other registered contractors.', 'Belongs to SYNDICATE_018 (13 members) controlling 28 projects.', 'Contractor syndicate holds INR 168,430,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 7,370,000.']"
V000680,Contractor Company 000680,BANK000018,SYNDICATE_018,13,1,3120000,168430000,89.82,"['Shares bank account BANK000018 with 12 other registered contractors.', 'Belongs to SYNDICATE_018 (13 members) controlling 28 projects.', 'Contractor syndicate holds INR 168,430,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 3,120,000.']"
V000943,Contractor Company 000943,BANK000018,SYNDICATE_018,13,0,0,168430000,89.82,"['Shares bank account BANK000018 with 12 other registered contractors.', 'Belongs to SYNDICATE_018 (13 members) controlling 28 projects.', 'Contractor syndicate holds INR 168,430,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000939,Contractor Company 000939,BANK000072,SYNDICATE_072,12,6,31060000,166740000,89.59,"['Shares bank account BANK000072 with 11 other registered contractors.', 'Belongs to SYNDICATE_072 (12 members) controlling 32 projects.', 'Contractor syndicate holds INR 166,740,000 in sanctioned public funds.', 'Entity directly holds 6 project(s) totaling INR 31,060,000.']"
V000348,Contractor Company 000348,BANK000072,SYNDICATE_072,12,4,24690000,166740000,89.59,"['Shares bank account BANK000072 with 11 other registered contractors.', 'Belongs to SYNDICATE_072 (12 members) controlling 32 projects.', 'Contractor syndicate holds INR 166,740,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 24,690,000.']"
V000440,Contractor Company 000440,BANK000072,SYNDICATE_072,12,4,16470000,166740000,89.59,"['Shares bank account BANK000072 with 11 other registered contractors.', 'Belongs to SYNDICATE_072 (12 members) controlling 32 projects.', 'Contractor syndicate holds INR 166,740,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 16,470,000.']"
V000157,Contractor Company 000157,BANK000072,SYNDICATE_072,12,2,14070000,166740000,89.59,"['Shares bank account BANK000072 with 11 other registered contractors.', 'Belongs to SYNDICATE_072 (12 members) controlling 32 projects.', 'Contractor syndicate holds INR 166,740,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 14,070,000.']"
V000388,Contractor Company 000388,BANK000072,SYNDICATE_072,12,4,13840000,166740000,89.59,"['Shares bank account BANK000072 with 11 other registered contractors.', 'Belongs to SYNDICATE_072 (12 members) controlling 32 projects.', 'Contractor syndicate holds INR 166,740,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 13,840,000.']"
V000590,Contractor Company 000590,BANK000072,SYNDICATE_072,12,2,13360000,166740000,89.59,"['Shares bank account BANK000072 with 11 other registered contractors.', 'Belongs to SYNDICATE_072 (12 members) controlling 32 projects.', 'Contractor syndicate holds INR 166,740,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 13,360,000.']"
V000282,Contractor Company 000282,BANK000072,SYNDICATE_072,12,3,12000000,166740000,89.59,"['Shares bank account BANK000072 with 11 other registered contractors.', 'Belongs to SYNDICATE_072 (12 members) controlling 32 projects.', 'Contractor syndicate holds INR 166,740,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 12,000,000.']"
V000754,Contractor Company 000754,BANK000072,SYNDICATE_072,12,3,11290000,166740000,89.59,"['Shares bank account BANK000072 with 11 other registered contractors.', 'Belongs to SYNDICATE_072 (12 members) controlling 32 projects.', 'Contractor syndicate holds INR 166,740,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 11,290,000.']"
V000851,Contractor Company 000851,BANK000072,SYNDICATE_072,12,1,9960000,166740000,89.59,"['Shares bank account BANK000072 with 11 other registered contractors.', 'Belongs to SYNDICATE_072 (12 members) controlling 32 projects.', 'Contractor syndicate holds INR 166,740,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 9,960,000.']"
V000349,Contractor Company 000349,BANK000072,SYNDICATE_072,12,1,8620000,166740000,89.59,"['Shares bank account BANK000072 with 11 other registered contractors.', 'Belongs to SYNDICATE_072 (12 members) controlling 32 projects.', 'Contractor syndicate holds INR 166,740,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 8,620,000.']"
V000944,Contractor Company 000944,BANK000072,SYNDICATE_072,12,1,8360000,166740000,89.59,"['Shares bank account BANK000072 with 11 other registered contractors.', 'Belongs to SYNDICATE_072 (12 members) controlling 32 projects.', 'Contractor syndicate holds INR 166,740,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 8,360,000.']"
V000652,Contractor Company 000652,BANK000072,SYNDICATE_072,12,1,3020000,166740000,89.59,"['Shares bank account BANK000072 with 11 other registered contractors.', 'Belongs to SYNDICATE_072 (12 members) controlling 32 projects.', 'Contractor syndicate holds INR 166,740,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 3,020,000.']"
V000264,Contractor Company 000264,BANK000085,SYNDICATE_085,16,4,20670000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 20,670,000.']"
V000109,Contractor Company 000109,BANK000085,SYNDICATE_085,16,2,17610000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 17,610,000.']"
V000802,Contractor Company 000802,BANK000085,SYNDICATE_085,16,3,17370000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 17,370,000.']"
V000575,Contractor Company 000575,BANK000085,SYNDICATE_085,16,2,12800000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 12,800,000.']"
V000365,Contractor Company 000365,BANK000085,SYNDICATE_085,16,3,12420000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 12,420,000.']"
V000029,Contractor Company 000029,BANK000085,SYNDICATE_085,16,3,11260000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 11,260,000.']"
V000355,Contractor Company 000355,BANK000085,SYNDICATE_085,16,2,11190000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 11,190,000.']"
V000522,Contractor Company 000522,BANK000085,SYNDICATE_085,16,3,7960000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 7,960,000.']"
V000165,Contractor Company 000165,BANK000085,SYNDICATE_085,16,1,6600000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 6,600,000.']"
V000738,Contractor Company 000738,BANK000085,SYNDICATE_085,16,1,6110000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 6,110,000.']"
V000132,Contractor Company 000132,BANK000085,SYNDICATE_085,16,1,3640000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 3,640,000.']"
V000195,Contractor Company 000195,BANK000085,SYNDICATE_085,16,1,2890000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 2,890,000.']"
V000750,Contractor Company 000750,BANK000085,SYNDICATE_085,16,1,2800000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 2,800,000.']"
V000307,Contractor Company 000307,BANK000085,SYNDICATE_085,16,1,1250000,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 1,250,000.']"
V000230,Contractor Company 000230,BANK000085,SYNDICATE_085,16,0,0,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000437,Contractor Company 000437,BANK000085,SYNDICATE_085,16,0,0,134570000,89.32,"['Shares bank account BANK000085 with 15 other registered contractors.', 'Belongs to SYNDICATE_085 (16 members) controlling 28 projects.', 'Contractor syndicate holds INR 134,570,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
V000069,Contractor Company 000069,BANK000091,SYNDICATE_091,12,4,33280000,163240000,89.16,"['Shares bank account BANK000091 with 11 other registered contractors.', 'Belongs to SYNDICATE_091 (12 members) controlling 28 projects.', 'Contractor syndicate holds INR 163,240,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 33,280,000.']"
V000229,Contractor Company 000229,BANK000091,SYNDICATE_091,12,3,21780000,163240000,89.16,"['Shares bank account BANK000091 with 11 other registered contractors.', 'Belongs to SYNDICATE_091 (12 members) controlling 28 projects.', 'Contractor syndicate holds INR 163,240,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 21,780,000.']"
V000946,Contractor Company 000946,BANK000091,SYNDICATE_091,12,4,20810000,163240000,89.16,"['Shares bank account BANK000091 with 11 other registered contractors.', 'Belongs to SYNDICATE_091 (12 members) controlling 28 projects.', 'Contractor syndicate holds INR 163,240,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 20,810,000.']"
V000543,Contractor Company 000543,BANK000091,SYNDICATE_091,12,2,15870000,163240000,89.16,"['Shares bank account BANK000091 with 11 other registered contractors.', 'Belongs to SYNDICATE_091 (12 members) controlling 28 projects.', 'Contractor syndicate holds INR 163,240,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 15,870,000.']"
V000650,Contractor Company 000650,BANK000091,SYNDICATE_091,12,3,15580000,163240000,89.16,"['Shares bank account BANK000091 with 11 other registered contractors.', 'Belongs to SYNDICATE_091 (12 members) controlling 28 projects.', 'Contractor syndicate holds INR 163,240,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 15,580,000.']"
V000213,Contractor Company 000213,BANK000091,SYNDICATE_091,12,2,11670000,163240000,89.16,"['Shares bank account BANK000091 with 11 other registered contractors.', 'Belongs to SYNDICATE_091 (12 members) controlling 28 projects.', 'Contractor syndicate holds INR 163,240,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 11,670,000.']"
V000910,Contractor Company 000910,BANK000091,SYNDICATE_091,12,3,11060000,163240000,89.16,"['Shares bank account BANK000091 with 11 other registered contractors.', 'Belongs to SYNDICATE_091 (12 members) controlling 28 projects.', 'Contractor syndicate holds INR 163,240,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 11,060,000.']"
V000760,Contractor Company 000760,BANK000091,SYNDICATE_091,12,2,10370000,163240000,89.16,"['Shares bank account BANK000091 with 11 other registered contractors.', 'Belongs to SYNDICATE_091 (12 members) controlling 28 projects.', 'Contractor syndicate holds INR 163,240,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 10,370,000.']"
V000549,Contractor Company 000549,BANK000091,SYNDICATE_091,12,2,7740000,163240000,89.16,"['Shares bank account BANK000091 with 11 other registered contractors.', 'Belongs to SYNDICATE_091 (12 members) controlling 28 projects.', 'Contractor syndicate holds INR 163,240,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 7,740,000.']"
V000568,Contractor Company 000568,BANK000091,SYNDICATE_091,12,1,6290000,163240000,89.16,"['Shares bank account BANK000091 with 11 other registered contractors.', 'Belongs to SYNDICATE_091 (12 members) controlling 28 projects.', 'Contractor syndicate holds INR 163,240,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 6,290,000.']"
V000962,Contractor Company 000962,BANK000091,SYNDICATE_091,12,1,4990000,163240000,89.16,"['Shares bank account BANK000091 with 11 other registered contractors.', 'Belongs to SYNDICATE_091 (12 members) controlling 28 projects.', 'Contractor syndicate holds INR 163,240,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 4,990,000.']"
V000113,Contractor Company 000113,BANK000091,SYNDICATE_091,12,1,3800000,163240000,89.16,"['Shares bank account BANK000091 with 11 other registered contractors.', 'Belongs to SYNDICATE_091 (12 members) controlling 28 projects.', 'Contractor syndicate holds INR 163,240,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 3,800,000.']"
V000160,Contractor Company 000160,BANK000058,SYNDICATE_058,15,5,30760000,167760000,89.08,"['Shares bank account BANK000058 with 14 other registered contractors.', 'Belongs to SYNDICATE_058 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 167,760,000 in sanctioned public funds.', 'Entity directly holds 5 project(s) totaling INR 30,760,000.']"
V000478,Contractor Company 000478,BANK000058,SYNDICATE_058,15,4,28600000,167760000,89.08,"['Shares bank account BANK000058 with 14 other registered contractors.', 'Belongs to SYNDICATE_058 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 167,760,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 28,600,000.']"
V000525,Contractor Company 000525,BANK000058,SYNDICATE_058,15,4,22150000,167760000,89.08,"['Shares bank account BANK000058 with 14 other registered contractors.', 'Belongs to SYNDICATE_058 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 167,760,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 22,150,000.']"
V000919,Contractor Company 000919,BANK000058,SYNDICATE_058,15,4,19630000,167760000,89.08,"['Shares bank account BANK000058 with 14 other registered contractors.', 'Belongs to SYNDICATE_058 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 167,760,000 in sanctioned public funds.', 'Entity directly holds 4 project(s) totaling INR 19,630,000.']"
V000468,Contractor Company 000468,BANK000058,SYNDICATE_058,15,2,12910000,167760000,89.08,"['Shares bank account BANK000058 with 14 other registered contractors.', 'Belongs to SYNDICATE_058 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 167,760,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 12,910,000.']"
V000976,Contractor Company 000976,BANK000058,SYNDICATE_058,15,2,12740000,167760000,89.08,"['Shares bank account BANK000058 with 14 other registered contractors.', 'Belongs to SYNDICATE_058 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 167,760,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 12,740,000.']"
V000612,Contractor Company 000612,BANK000058,SYNDICATE_058,15,2,11710000,167760000,89.08,"['Shares bank account BANK000058 with 14 other registered contractors.', 'Belongs to SYNDICATE_058 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 167,760,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 11,710,000.']"
V000899,Contractor Company 000899,BANK000058,SYNDICATE_058,15,2,11330000,167760000,89.08,"['Shares bank account BANK000058 with 14 other registered contractors.', 'Belongs to SYNDICATE_058 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 167,760,000 in sanctioned public funds.', 'Entity directly holds 2 project(s) totaling INR 11,330,000.']"
V000470,Contractor Company 000470,BANK000058,SYNDICATE_058,15,3,10730000,167760000,89.08,"['Shares bank account BANK000058 with 14 other registered contractors.', 'Belongs to SYNDICATE_058 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 167,760,000 in sanctioned public funds.', 'Entity directly holds 3 project(s) totaling INR 10,730,000.']"
V000424,Contractor Company 000424,BANK000058,SYNDICATE_058,15,1,6070000,167760000,89.08,"['Shares bank account BANK000058 with 14 other registered contractors.', 'Belongs to SYNDICATE_058 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 167,760,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 6,070,000.']"
V000323,Contractor Company 000323,BANK000058,SYNDICATE_058,15,1,1130000,167760000,89.08,"['Shares bank account BANK000058 with 14 other registered contractors.', 'Belongs to SYNDICATE_058 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 167,760,000 in sanctioned public funds.', 'Entity directly holds 1 project(s) totaling INR 1,130,000.']"
V000129,Contractor Company 000129,BANK000058,SYNDICATE_058,15,0,0,167760000,89.08,"['Shares bank account BANK000058 with 14 other registered contractors.', 'Belongs to SYNDICATE_058 (15 members) controlling 30 projects.', 'Contractor syndicate holds INR 167,760,000 in sanctioned public funds.', 'Entity directly holds 0 project(s) totaling INR 0.']"
