Contractor_ID,Project_Count,Total_Sanctioned_INR,Avg_VPI,Max_VPI,Critical_Projects,High_Projects,Syndicate_ID,Syndicate_Role,Is_Ringleader,Vendor_Governance_Score
V014039,2,10780000.0,18.700000000000003,19.19,0,0,NONE,INDEPENDENT,False,15.16
V014040,2,10430000.0,21.585,24.83,0,0,NONE,INDEPENDENT,False,18.57
V014041,2,12640000.0,20.595,20.87,0,0,NONE,INDEPENDENT,False,16.59
V014042,1,4580000.0,17.97,17.97,0,0,NONE,INDEPENDENT,False,14.38
V014043,1,4580000.0,15.11,15.11,0,0,NONE,INDEPENDENT,False,12.09
V014046,4,14930000.0,23.794999999999998,32.98,0,0,NONE,INDEPENDENT,False,22.71
V014047,3,16950000.0,24.5,31.51,0,0,NONE,INDEPENDENT,False,22.4
V014048,2,11930000.0,23.055,23.9,0,0,NONE,INDEPENDENT,False,18.78
V014049,3,14880000.0,21.13,23.51,0,0,NONE,INDEPENDENT,False,17.86
V014050,1,6280000.0,25.97,25.97,0,0,NONE,INDEPENDENT,False,20.78
V014051,2,19040000.0,33.135,39.03,0,0,NONE,INDEPENDENT,False,28.87
V014052,1,740000.0,17.75,17.75,0,0,NONE,INDEPENDENT,False,14.2
V014053,1,7030000.0,28.28,28.28,0,0,NONE,INDEPENDENT,False,22.62
V014055,2,10810000.0,25.195,27.54,0,0,NONE,INDEPENDENT,False,21.09
V014057,2,6070000.0,19.645,21.77,0,0,NONE,INDEPENDENT,False,16.57
V014058,5,20960000.0,23.346,28.66,0,0,NONE,INDEPENDENT,False,20.8
V014059,3,15830000.0,26.930000000000003,36.35,0,0,NONE,INDEPENDENT,False,25.31
V014060,3,16670000.0,24.74666666666667,25.3,0,0,NONE,INDEPENDENT,False,20.02
V014061,6,30450000.0,26.349999999999998,32.06,0,0,NONE,INDEPENDENT,False,23.36
V014062,3,16050000.0,24.993333333333336,26.76,0,0,NONE,INDEPENDENT,False,20.7
V014066,1,1410000.0,20.88,20.88,0,0,NONE,INDEPENDENT,False,16.7
V014067,2,12530000.0,23.72,25.09,0,0,NONE,INDEPENDENT,False,19.52
V014068,2,3780000.0,20.435000000000002,24.51,0,0,NONE,INDEPENDENT,False,17.98
V014069,1,4650000.0,22.74,22.74,0,0,NONE,INDEPENDENT,False,18.19
V014071,3,20870000.0,26.566666666666666,30.2,0,0,NONE,INDEPENDENT,False,22.71
V014073,2,17420000.0,25.955,27.53,0,0,NONE,INDEPENDENT,False,21.39
V014074,3,21250000.0,23.833333333333332,27.66,0,0,NONE,INDEPENDENT,False,20.6
V014075,1,7030000.0,18.1,18.1,0,0,NONE,INDEPENDENT,False,14.48
V014077,2,8720000.0,18.59,19.47,0,0,NONE,INDEPENDENT,False,15.22
V014078,2,14950000.0,25.375,25.61,0,0,NONE,INDEPENDENT,False,20.39
V014080,2,13220000.0,23.71,23.88,0,0,NONE,INDEPENDENT,False,19.04
V014081,2,16880000.0,22.845,25.45,0,0,NONE,INDEPENDENT,False,19.32
V014082,2,2620000.0,13.31,15.15,0,0,NONE,INDEPENDENT,False,11.38
V014083,2,4050000.0,20.84,25.28,0,0,NONE,INDEPENDENT,False,18.45
V014085,1,2550000.0,16.3,16.3,0,0,NONE,INDEPENDENT,False,13.04
V014086,1,6280000.0,26.35,26.35,0,0,NONE,INDEPENDENT,False,21.08
V014087,4,16810000.0,18.3675,23.71,0,0,NONE,INDEPENDENT,False,16.83
V014088,6,32080000.0,26.995,31.96,0,0,NONE,INDEPENDENT,False,23.58
V014090,4,23500000.0,25.7725,32.62,0,0,NONE,INDEPENDENT,False,23.36
V014091,2,7800000.0,24.085,25.12,0,0,NONE,INDEPENDENT,False,19.68
V014092,1,1950000.0,13.83,13.83,0,0,NONE,INDEPENDENT,False,11.06
V014093,4,17450000.0,23.755,30.99,0,0,NONE,INDEPENDENT,False,21.9
V014094,3,9530000.0,16.956666666666667,18.1,0,0,NONE,INDEPENDENT,False,14.02
V014095,1,10000000.0,33.58,33.58,0,0,NONE,INDEPENDENT,False,26.86
V014096,2,14910000.0,21.075,21.75,0,0,NONE,INDEPENDENT,False,17.13
V014097,1,3600000.0,20.05,20.05,0,0,NONE,INDEPENDENT,False,16.04
V014098,2,7700000.0,21.545,26.17,0,0,NONE,INDEPENDENT,False,19.09
V014099,1,6090000.0,18.09,18.09,0,0,NONE,INDEPENDENT,False,14.47
V014100,3,14160000.0,27.27,29.2,0,0,NONE,INDEPENDENT,False,22.59
V014101,1,9620000.0,31.31,31.31,0,0,NONE,INDEPENDENT,False,25.05
V014102,2,4910000.0,25.9,30.97,0,0,NONE,INDEPENDENT,False,22.75
V014103,5,29280000.0,26.496000000000002,31.44,0,0,NONE,INDEPENDENT,False,23.17
V014104,1,2070000.0,14.32,14.32,0,0,NONE,INDEPENDENT,False,11.46
V014105,3,12290000.0,23.986666666666668,26.98,0,0,NONE,INDEPENDENT,False,20.39
V014106,4,18170000.0,20.6475,24.47,0,0,NONE,INDEPENDENT,False,18.05
V014107,1,4550000.0,19.46,19.46,0,0,NONE,INDEPENDENT,False,15.57
V014108,1,9110000.0,28.58,28.58,0,0,NONE,INDEPENDENT,False,22.86
V014109,2,6920000.0,18.615000000000002,23.27,0,0,NONE,INDEPENDENT,False,16.75
V014110,3,23810000.0,24.44666666666667,29.31,0,0,NONE,INDEPENDENT,False,21.5
V014111,1,8320000.0,28.71,28.71,0,0,NONE,INDEPENDENT,False,22.97
V014112,1,8090000.0,25.18,25.18,0,0,NONE,INDEPENDENT,False,20.14
V014113,3,24170000.0,26.013333333333332,30.3,0,0,NONE,INDEPENDENT,False,22.53
V014114,6,16310000.0,23.155,28.99,0,0,NONE,INDEPENDENT,False,20.86
V014115,1,1810000.0,16.63,16.63,0,0,NONE,INDEPENDENT,False,13.3
V014116,3,17700000.0,26.826666666666668,30.75,0,0,NONE,INDEPENDENT,False,23.03
V014117,6,32130000.0,28.548333333333336,35.31,0,0,NONE,INDEPENDENT,False,25.54
V014118,1,6590000.0,27.84,27.84,0,0,NONE,INDEPENDENT,False,22.27
V014119,1,3790000.0,20.75,20.75,0,0,NONE,INDEPENDENT,False,16.6
V014120,4,34860000.0,29.7525,32.77,0,0,NONE,INDEPENDENT,False,25.01
V014121,1,8110000.0,22.82,22.82,0,0,NONE,INDEPENDENT,False,18.26
V014122,1,3050000.0,10.77,10.77,0,0,NONE,INDEPENDENT,False,8.62
V014123,4,18660000.0,24.31,30.03,0,0,NONE,INDEPENDENT,False,21.74
V014124,1,4760000.0,21.38,21.38,0,0,NONE,INDEPENDENT,False,17.1
V014125,3,9280000.0,22.543333333333333,27.25,0,0,NONE,INDEPENDENT,False,19.92
V014126,1,1680000.0,21.93,21.93,0,0,NONE,INDEPENDENT,False,17.54
V014127,3,15360000.0,23.983333333333334,31.64,0,0,NONE,INDEPENDENT,False,22.25
V014128,3,18250000.0,24.79666666666667,33.99,0,0,NONE,INDEPENDENT,False,23.51
V014129,4,14460000.0,24.3275,27.05,0,0,NONE,INDEPENDENT,False,20.55
V014132,4,18050000.0,24.1775,30.74,0,0,NONE,INDEPENDENT,False,21.97
V014133,2,15790000.0,25.295,25.6,0,0,NONE,INDEPENDENT,False,20.36
V014135,2,5180000.0,26.85,27.52,0,0,NONE,INDEPENDENT,False,21.75
V014136,2,10710000.0,22.93,23.54,0,0,NONE,INDEPENDENT,False,18.59
V014137,4,17970000.0,27.622500000000002,29.07,0,0,NONE,INDEPENDENT,False,22.68
V014139,1,4170000.0,24.03,24.03,0,0,NONE,INDEPENDENT,False,19.22
V014140,4,25440000.0,26.305,30.65,0,0,NONE,INDEPENDENT,False,22.78
V014141,2,8660000.0,22.62,24.3,0,0,NONE,INDEPENDENT,False,18.77
V014143,1,4900000.0,23.59,23.59,0,0,NONE,INDEPENDENT,False,18.87
V014144,2,5800000.0,22.36,22.75,0,0,NONE,INDEPENDENT,False,18.04
V014146,3,18260000.0,22.673333333333332,26.89,0,0,NONE,INDEPENDENT,False,19.83
V014147,1,2050000.0,13.6,13.6,0,0,NONE,INDEPENDENT,False,10.88
V014148,1,1310000.0,8.36,8.36,0,0,NONE,INDEPENDENT,False,6.69
V014149,2,12070000.0,24.1,27.3,0,0,NONE,INDEPENDENT,False,20.56
V014150,1,6100000.0,38.29,38.29,0,0,NONE,INDEPENDENT,False,30.63
V014151,1,1280000.0,17.02,17.02,0,0,NONE,INDEPENDENT,False,13.62
V014152,1,5280000.0,19.56,19.56,0,0,NONE,INDEPENDENT,False,15.65
V014153,3,12460000.0,21.926666666666666,25.1,0,0,NONE,INDEPENDENT,False,18.81
V014154,4,30570000.0,30.2275,33.38,0,0,NONE,INDEPENDENT,False,25.44
V014155,3,13040000.0,21.453333333333333,30.18,0,0,NONE,INDEPENDENT,False,20.65
V014156,2,9030000.0,20.67,21.77,0,0,NONE,INDEPENDENT,False,16.98
V014157,2,8580000.0,19.87,20.44,0,0,NONE,INDEPENDENT,False,16.12
V014158,1,9530000.0,24.43,24.43,0,0,NONE,INDEPENDENT,False,19.54
V014159,4,15930000.0,21.655,24.75,0,0,NONE,INDEPENDENT,False,18.56
V014160,2,3660000.0,17.509999999999998,20.34,0,0,NONE,INDEPENDENT,False,15.14
V014161,2,9700000.0,24.525,28.23,0,0,NONE,INDEPENDENT,False,21.1
V014162,2,15980000.0,24.064999999999998,27.22,0,0,NONE,INDEPENDENT,False,20.51
V014164,3,18990000.0,27.44666666666667,35.09,0,0,NONE,INDEPENDENT,False,25.01
V014165,1,9830000.0,21.31,21.31,0,0,NONE,INDEPENDENT,False,17.05
V014166,2,2950000.0,22.565,24.87,0,0,NONE,INDEPENDENT,False,18.97
V014167,4,11710000.0,23.56,25.47,0,0,NONE,INDEPENDENT,False,19.61
V014168,2,16350000.0,22.855,23.91,0,0,NONE,INDEPENDENT,False,18.71
V014169,3,12550000.0,19.96666666666667,22.8,0,0,NONE,INDEPENDENT,False,17.11
V014170,6,29580000.0,25.333333333333332,31.46,0,0,NONE,INDEPENDENT,False,22.72
V014171,6,32290000.0,26.715,34.61,0,0,NONE,INDEPENDENT,False,24.53
V014172,1,5880000.0,19.87,19.87,0,0,NONE,INDEPENDENT,False,15.9
V014173,3,20320000.0,24.623333333333335,26.14,0,0,NONE,INDEPENDENT,False,20.31
V014174,1,2760000.0,22.16,22.16,0,0,NONE,INDEPENDENT,False,17.73
V014175,3,21470000.0,23.72,27.77,0,0,NONE,INDEPENDENT,False,20.6
V014177,2,9650000.0,22.02,22.34,0,0,NONE,INDEPENDENT,False,17.74
V014182,4,20120000.0,25.6375,34.16,0,0,NONE,INDEPENDENT,False,23.92
V014183,1,5320000.0,23.62,23.62,0,0,NONE,INDEPENDENT,False,18.9
V014184,3,21700000.0,28.683333333333334,33.06,0,0,NONE,INDEPENDENT,False,24.7
V014185,2,12240000.0,22.305,28.67,0,0,NONE,INDEPENDENT,False,20.39
V014186,2,17880000.0,26.29,27.34,0,0,NONE,INDEPENDENT,False,21.45
V014188,1,510000.0,15.57,15.57,0,0,NONE,INDEPENDENT,False,12.46
V014189,2,12650000.0,22.695,29.26,0,0,NONE,INDEPENDENT,False,20.78
V014190,1,4170000.0,21.14,21.14,0,0,NONE,INDEPENDENT,False,16.91
V014191,1,7560000.0,32.29,32.29,0,0,NONE,INDEPENDENT,False,25.83
V014192,2,11690000.0,21.765,24.32,0,0,NONE,INDEPENDENT,False,18.43
V014194,3,17480000.0,26.55333333333333,36.62,0,0,NONE,INDEPENDENT,False,25.27
V014195,1,5510000.0,23.22,23.22,0,0,NONE,INDEPENDENT,False,18.58
V014196,3,15770000.0,22.973333333333333,26.05,0,0,NONE,INDEPENDENT,False,19.61
V014197,1,9720000.0,23.86,23.86,0,0,NONE,INDEPENDENT,False,19.09
V014198,2,13850000.0,24.72,26.1,0,0,NONE,INDEPENDENT,False,20.33
V014199,7,42590000.0,27.825714285714287,34.01,0,0,NONE,INDEPENDENT,False,24.73
V014200,5,31310000.0,27.689999999999998,34.9,0,0,NONE,INDEPENDENT,False,25.04
V014201,3,11510000.0,22.013333333333332,24.52,0,0,NONE,INDEPENDENT,False,18.61
V014202,2,11630000.0,19.275,23.01,0,0,NONE,INDEPENDENT,False,16.91
V014203,2,10230000.0,23.73,26.3,0,0,NONE,INDEPENDENT,False,20.01
V014206,2,1650000.0,14.379999999999999,14.81,0,0,NONE,INDEPENDENT,False,11.68
V014207,2,6170000.0,17.765,18.32,0,0,NONE,INDEPENDENT,False,14.43
V014208,1,9720000.0,21.44,21.44,0,0,NONE,INDEPENDENT,False,17.15
V014210,2,3730000.0,20.22,21.9,0,0,NONE,INDEPENDENT,False,16.85
V014211,1,2530000.0,16.79,16.79,0,0,NONE,INDEPENDENT,False,13.43
V014212,1,2830000.0,18.2,18.2,0,0,NONE,INDEPENDENT,False,14.56
V014213,1,8200000.0,16.36,16.36,0,0,NONE,INDEPENDENT,False,13.09
V014214,3,19940000.0,27.459999999999997,32.38,0,0,NONE,INDEPENDENT,False,23.94
V014215,1,5300000.0,23.62,23.62,0,0,NONE,INDEPENDENT,False,18.9
V014216,1,2430000.0,11.83,11.83,0,0,NONE,INDEPENDENT,False,9.46
V014217,3,15880000.0,24.060000000000002,35.28,0,0,NONE,INDEPENDENT,False,23.74
V014218,1,5180000.0,21.35,21.35,0,0,NONE,INDEPENDENT,False,17.08
V014219,3,15770000.0,26.723333333333333,29.48,0,0,NONE,INDEPENDENT,False,22.48
V014220,2,5660000.0,12.875,15.0,0,0,NONE,INDEPENDENT,False,11.15
V014221,1,5220000.0,19.81,19.81,0,0,NONE,INDEPENDENT,False,15.85
V014223,1,8740000.0,18.16,18.16,0,0,NONE,INDEPENDENT,False,14.53
V014224,3,10510000.0,20.31,20.71,0,0,NONE,INDEPENDENT,False,16.41
V014225,3,18920000.0,22.69666666666667,24.82,0,0,NONE,INDEPENDENT,False,19.01
V014226,2,5260000.0,20.285,20.52,0,0,NONE,INDEPENDENT,False,16.32
V014227,1,7170000.0,19.94,19.94,0,0,NONE,INDEPENDENT,False,15.95
V014228,1,9710000.0,21.63,21.63,0,0,NONE,INDEPENDENT,False,17.3
V014229,2,16490000.0,25.575000000000003,26.39,0,0,NONE,INDEPENDENT,False,20.79
V014230,1,820000.0,11.4,11.4,0,0,NONE,INDEPENDENT,False,9.12
V014231,3,27440000.0,22.80666666666667,23.46,0,0,NONE,INDEPENDENT,False,18.51
V014232,1,6280000.0,20.23,20.23,0,0,NONE,INDEPENDENT,False,16.18
V014233,2,4350000.0,18.310000000000002,19.03,0,0,NONE,INDEPENDENT,False,14.94
V014234,2,4630000.0,21.745,22.89,0,0,NONE,INDEPENDENT,False,17.85
V014235,1,3240000.0,25.3,25.3,0,0,NONE,INDEPENDENT,False,20.24
V014236,5,15800000.0,23.682,34.0,0,0,NONE,INDEPENDENT,False,23.07
V014237,4,27610000.0,25.5625,31.02,0,0,NONE,INDEPENDENT,False,22.63
V014238,1,9990000.0,26.56,26.56,0,0,NONE,INDEPENDENT,False,21.25
V014240,5,22640000.0,23.18,28.15,0,0,NONE,INDEPENDENT,False,20.53
V014241,3,15170000.0,25.713333333333335,31.76,0,0,NONE,INDEPENDENT,False,22.99
V014242,1,6150000.0,28.59,28.59,0,0,NONE,INDEPENDENT,False,22.87
V014243,3,14920000.0,20.543333333333333,26.53,0,0,NONE,INDEPENDENT,False,18.83
V014244,1,4650000.0,20.02,20.02,0,0,NONE,INDEPENDENT,False,16.02
V014245,2,2960000.0,21.25,21.29,0,0,NONE,INDEPENDENT,False,17.02
V014246,4,21710000.0,28.3725,35.8,0,0,NONE,INDEPENDENT,False,25.67
V014247,1,570000.0,18.67,18.67,0,0,NONE,INDEPENDENT,False,14.94
V014248,1,2650000.0,16.52,16.52,0,0,NONE,INDEPENDENT,False,13.22
V014250,3,14760000.0,27.136666666666667,33.89,0,0,NONE,INDEPENDENT,False,24.41
V014251,2,7780000.0,22.145,29.5,0,0,NONE,INDEPENDENT,False,20.66
V014253,2,9860000.0,19.285,20.38,0,0,NONE,INDEPENDENT,False,15.87
V014254,2,10150000.0,24.509999999999998,28.86,0,0,NONE,INDEPENDENT,False,21.35
V014255,3,13810000.0,19.586666666666666,23.24,0,0,NONE,INDEPENDENT,False,17.13
V014256,3,21270000.0,27.813333333333333,31.35,0,0,NONE,INDEPENDENT,False,23.67
V014258,2,13830000.0,27.560000000000002,32.21,0,0,NONE,INDEPENDENT,False,23.91
V014259,2,11100000.0,23.009999999999998,23.66,0,0,NONE,INDEPENDENT,False,18.67
V014260,3,12280000.0,21.516666666666666,24.13,0,0,NONE,INDEPENDENT,False,18.26
V014261,3,20040000.0,23.353333333333335,27.67,0,0,NONE,INDEPENDENT,False,20.41
V014262,4,12620000.0,20.5425,22.63,0,0,NONE,INDEPENDENT,False,17.27
V014264,3,13000000.0,22.80333333333333,25.82,0,0,NONE,INDEPENDENT,False,19.45
V014266,2,17920000.0,29.925,33.6,0,0,NONE,INDEPENDENT,False,25.41
V014267,2,3710000.0,19.325,22.32,0,0,NONE,INDEPENDENT,False,16.66
V014268,3,17980000.0,26.106666666666666,27.27,0,0,NONE,INDEPENDENT,False,21.35
V014269,3,23810000.0,29.5,33.91,0,0,NONE,INDEPENDENT,False,25.36
V014270,2,14790000.0,23.82,30.15,0,0,NONE,INDEPENDENT,False,21.59
V014271,2,9420000.0,21.255,24.2,0,0,NONE,INDEPENDENT,False,18.18
V014272,3,19060000.0,28.746666666666666,30.38,0,0,NONE,INDEPENDENT,False,23.65
V014273,3,19220000.0,24.933333333333334,29.96,0,0,NONE,INDEPENDENT,False,21.96
V014275,4,10110000.0,21.745,27.21,0,0,NONE,INDEPENDENT,False,19.58
V014277,1,7290000.0,28.22,28.22,0,0,NONE,INDEPENDENT,False,22.58
V014278,3,25650000.0,27.043333333333333,29.13,0,0,NONE,INDEPENDENT,False,22.47
V014279,1,6070000.0,32.34,32.34,0,0,NONE,INDEPENDENT,False,25.87
V014280,1,1110000.0,14.56,14.56,0,0,NONE,INDEPENDENT,False,11.65
V014282,2,9630000.0,19.09,21.87,0,0,NONE,INDEPENDENT,False,16.38
V014283,1,6090000.0,25.44,25.44,0,0,NONE,INDEPENDENT,False,20.35
V014284,1,5970000.0,20.93,20.93,0,0,NONE,INDEPENDENT,False,16.74
V014285,1,9560000.0,18.66,18.66,0,0,NONE,INDEPENDENT,False,14.93
V014286,1,760000.0,12.66,12.66,0,0,NONE,INDEPENDENT,False,10.13
V014287,5,20570000.0,28.666000000000004,31.85,0,0,NONE,INDEPENDENT,False,24.21
V014288,2,8710000.0,17.575000000000003,17.94,0,0,NONE,INDEPENDENT,False,14.21
V014289,1,3760000.0,16.55,16.55,0,0,NONE,INDEPENDENT,False,13.24
V014290,3,17310000.0,24.69666666666667,27.85,0,0,NONE,INDEPENDENT,False,21.02
V014291,2,13680000.0,24.475,24.79,0,0,NONE,INDEPENDENT,False,19.71
V014292,2,16040000.0,26.71,31.42,0,0,NONE,INDEPENDENT,False,23.25
V014293,1,1400000.0,15.31,15.31,0,0,NONE,INDEPENDENT,False,12.25
V014294,3,11820000.0,23.643333333333334,34.97,0,0,NONE,INDEPENDENT,False,23.45
V014295,1,6080000.0,21.1,21.1,0,0,NONE,INDEPENDENT,False,16.88
V014296,2,5300000.0,14.015,18.46,0,0,NONE,INDEPENDENT,False,12.99
V014297,1,3790000.0,17.84,17.84,0,0,NONE,INDEPENDENT,False,14.27
V014298,1,8990000.0,27.91,27.91,0,0,NONE,INDEPENDENT,False,22.33
V014299,1,3600000.0,18.13,18.13,0,0,NONE,INDEPENDENT,False,14.5
V014300,3,24300000.0,33.46666666666667,36.72,0,0,NONE,INDEPENDENT,False,28.07
V014301,2,12910000.0,26.494999999999997,30.2,0,0,NONE,INDEPENDENT,False,22.68
V014302,5,31240000.0,30.398000000000003,37.15,0,0,NONE,INDEPENDENT,False,27.02
V014303,3,15050000.0,23.34,24.51,0,0,NONE,INDEPENDENT,False,19.14
V014304,2,6000000.0,18.84,21.72,0,0,NONE,INDEPENDENT,False,16.22
V014306,2,8700000.0,22.784999999999997,25.74,0,0,NONE,INDEPENDENT,False,19.41
V014307,2,5020000.0,13.425,14.84,0,0,NONE,INDEPENDENT,False,11.31
V014309,3,11880000.0,24.643333333333334,30.73,0,0,NONE,INDEPENDENT,False,22.15
V014310,1,1430000.0,14.4,14.4,0,0,NONE,INDEPENDENT,False,11.52
V014313,3,18370000.0,24.933333333333334,31.93,0,0,NONE,INDEPENDENT,False,22.75
V014314,2,18970000.0,29.315,30.03,0,0,NONE,INDEPENDENT,False,23.74
V014315,2,15480000.0,23.490000000000002,24.03,0,0,NONE,INDEPENDENT,False,19.01
V014316,1,7200000.0,18.75,18.75,0,0,NONE,INDEPENDENT,False,15.0
V014317,1,2200000.0,16.72,16.72,0,0,NONE,INDEPENDENT,False,13.38
V014318,2,12410000.0,25.810000000000002,30.11,0,0,NONE,INDEPENDENT,False,22.37
V014320,2,7060000.0,21.86,25.31,0,0,NONE,INDEPENDENT,False,18.87
V014321,4,20230000.0,25.555,30.71,0,0,NONE,INDEPENDENT,False,22.51
V014322,1,4960000.0,23.84,23.84,0,0,NONE,INDEPENDENT,False,19.07
V014323,5,32500000.0,28.32,37.7,0,0,NONE,INDEPENDENT,False,26.41
V014324,4,17760000.0,26.715,37.22,0,0,NONE,INDEPENDENT,False,25.57
V014325,4,22470000.0,29.035,32.9,0,0,NONE,INDEPENDENT,False,24.77
V014326,4,22620000.0,24.7825,28.4,0,0,NONE,INDEPENDENT,False,21.27
V014327,3,17800000.0,25.7,27.03,0,0,NONE,INDEPENDENT,False,21.09
V014328,1,1690000.0,15.19,15.19,0,0,NONE,INDEPENDENT,False,12.15
V014329,2,4150000.0,20.090000000000003,22.42,0,0,NONE,INDEPENDENT,False,17.0
V014330,2,13960000.0,22.805,23.62,0,0,NONE,INDEPENDENT,False,18.57
V014331,1,6760000.0,26.66,26.66,0,0,NONE,INDEPENDENT,False,21.33
V014332,2,12090000.0,29.5,32.49,0,0,NONE,INDEPENDENT,False,24.8
V014333,4,27210000.0,28.805,31.79,0,0,NONE,INDEPENDENT,False,24.24
V014334,1,1280000.0,12.77,12.77,0,0,NONE,INDEPENDENT,False,10.22
V014335,2,14580000.0,28.155,31.45,0,0,NONE,INDEPENDENT,False,23.84
V014336,2,6230000.0,18.975,20.89,0,0,NONE,INDEPENDENT,False,15.95
V014337,2,10180000.0,23.295,28.48,0,0,NONE,INDEPENDENT,False,20.71
V014338,1,2950000.0,30.86,30.86,0,0,NONE,INDEPENDENT,False,24.69
V014339,3,19670000.0,28.78,34.77,0,0,NONE,INDEPENDENT,False,25.42
V014341,2,7770000.0,19.535,24.36,0,0,NONE,INDEPENDENT,False,17.56
V014342,3,10280000.0,23.21666666666667,27.52,0,0,NONE,INDEPENDENT,False,20.29
V014346,1,8450000.0,25.16,25.16,0,0,NONE,INDEPENDENT,False,20.13
V014347,1,4380000.0,26.85,26.85,0,0,NONE,INDEPENDENT,False,21.48
V014349,3,21370000.0,23.813333333333333,26.12,0,0,NONE,INDEPENDENT,False,19.97
V014350,6,28560000.0,25.349999999999998,35.26,0,0,NONE,INDEPENDENT,False,24.24
V014351,2,9130000.0,21.115000000000002,22.62,0,0,NONE,INDEPENDENT,False,17.49
V014352,1,8520000.0,24.86,24.86,0,0,NONE,INDEPENDENT,False,19.89
V014353,2,4150000.0,19.689999999999998,25.22,0,0,NONE,INDEPENDENT,False,17.96
V014354,4,11830000.0,22.015,25.83,0,0,NONE,INDEPENDENT,False,19.14
V014355,1,5700000.0,21.32,21.32,0,0,NONE,INDEPENDENT,False,17.06
V014357,1,8640000.0,29.05,29.05,0,0,NONE,INDEPENDENT,False,23.24
V014358,4,22110000.0,30.662499999999998,33.66,0,0,NONE,INDEPENDENT,False,25.73
V014359,1,9290000.0,27.4,27.4,0,0,NONE,INDEPENDENT,False,21.92
V014360,1,5130000.0,18.08,18.08,0,0,NONE,INDEPENDENT,False,14.46
V014361,6,41700000.0,32.28666666666667,39.23,0,0,NONE,INDEPENDENT,False,28.61
V014362,1,5380000.0,21.03,21.03,0,0,NONE,INDEPENDENT,False,16.82
V014363,1,6150000.0,23.14,23.14,0,0,NONE,INDEPENDENT,False,18.51
V014364,7,42130000.0,27.37142857142857,30.24,0,0,NONE,INDEPENDENT,False,23.04
V014365,2,13320000.0,26.965,29.24,0,0,NONE,INDEPENDENT,False,22.48
V014367,1,8010000.0,21.81,21.81,0,0,NONE,INDEPENDENT,False,17.45
V014368,1,8300000.0,28.62,28.62,0,0,NONE,INDEPENDENT,False,22.9
V014369,1,4820000.0,21.15,21.15,0,0,NONE,INDEPENDENT,False,16.92
V014372,1,4080000.0,17.19,17.19,0,0,NONE,INDEPENDENT,False,13.75
V014373,5,28820000.0,31.82,37.67,0,0,NONE,INDEPENDENT,False,27.8
V014374,2,3400000.0,23.23,24.0,0,0,NONE,INDEPENDENT,False,18.89
V014376,2,10840000.0,25.259999999999998,26.09,0,0,NONE,INDEPENDENT,False,20.54
V014377,3,25590000.0,27.576666666666668,30.86,0,0,NONE,INDEPENDENT,False,23.37
V014378,1,7620000.0,22.19,22.19,0,0,NONE,INDEPENDENT,False,17.75
V014379,3,11660000.0,25.71666666666667,27.93,0,0,NONE,INDEPENDENT,False,21.46
V014380,1,4460000.0,23.13,23.13,0,0,NONE,INDEPENDENT,False,18.5
V014382,1,7950000.0,28.29,28.29,0,0,NONE,INDEPENDENT,False,22.63
V014383,1,2970000.0,26.35,26.35,0,0,NONE,INDEPENDENT,False,21.08
V014384,2,12330000.0,24.17,24.67,0,0,NONE,INDEPENDENT,False,19.54
V014385,1,8950000.0,21.37,21.37,0,0,NONE,INDEPENDENT,False,17.1
V014386,1,2690000.0,12.37,12.37,0,0,NONE,INDEPENDENT,False,9.9
V014387,3,21400000.0,29.05,40.13,0,0,NONE,INDEPENDENT,False,27.67
V014388,3,12780000.0,21.386666666666667,28.99,0,0,NONE,INDEPENDENT,False,20.15
V014389,3,17180000.0,27.060000000000002,30.43,0,0,NONE,INDEPENDENT,False,23.0
V014390,1,6450000.0,25.55,25.55,0,0,NONE,INDEPENDENT,False,20.44
V014391,3,13760000.0,21.703333333333333,25.03,0,0,NONE,INDEPENDENT,False,18.69
V014392,1,4870000.0,20.12,20.12,0,0,NONE,INDEPENDENT,False,16.1
V014393,3,11580000.0,22.37,23.22,0,0,NONE,INDEPENDENT,False,18.24
V014394,4,21890000.0,24.060000000000002,26.44,0,0,NONE,INDEPENDENT,False,20.2
V014395,2,7360000.0,19.615,23.38,0,0,NONE,INDEPENDENT,False,17.2
V014396,1,6670000.0,26.46,26.46,0,0,NONE,INDEPENDENT,False,21.17
V014397,5,19210000.0,25.932,32.4,0,0,NONE,INDEPENDENT,False,23.33
V014398,2,11020000.0,23.705,25.68,0,0,NONE,INDEPENDENT,False,19.75
V014399,1,1410000.0,8.57,8.57,0,0,NONE,INDEPENDENT,False,6.86
V014401,1,7820000.0,23.15,23.15,0,0,NONE,INDEPENDENT,False,18.52
V014402,5,32560000.0,26.701999999999998,30.98,0,0,NONE,INDEPENDENT,False,23.07
V014403,2,12930000.0,21.07,26.0,0,0,NONE,INDEPENDENT,False,18.83
V014404,2,14830000.0,30.285000000000004,33.02,0,0,NONE,INDEPENDENT,False,25.32
V014406,4,18050000.0,24.8825,27.48,0,0,NONE,INDEPENDENT,False,20.94
V014407,1,6260000.0,22.21,22.21,0,0,NONE,INDEPENDENT,False,17.77
V014408,4,21690000.0,26.3325,30.5,0,0,NONE,INDEPENDENT,False,22.73
V014409,1,8550000.0,30.55,30.55,0,0,NONE,INDEPENDENT,False,24.44
V014410,1,6070000.0,18.13,18.13,0,0,NONE,INDEPENDENT,False,14.5
