Source_ID,Source_Type,Relationship,Target_ID,Target_Type
MP0054,MP,Allocated,P00048734,Project
MP0036,MP,Allocated,P00048735,Project
MP0067,MP,Allocated,P00048736,Project
MP0079,MP,Allocated,P00048737,Project
MP0011,MP,Allocated,P00048738,Project
MP0098,MP,Allocated,P00048739,Project
MP0027,MP,Allocated,P00048740,Project
MP0087,MP,Allocated,P00048741,Project
MP0017,MP,Allocated,P00048742,Project
MP0087,MP,Allocated,P00048743,Project
MP0098,MP,Allocated,P00048744,Project
MP0085,MP,Allocated,P00048745,Project
MP0033,MP,Allocated,P00048746,Project
MP0005,MP,Allocated,P00048747,Project
MP0081,MP,Allocated,P00048748,Project
MP0062,MP,Allocated,P00048749,Project
MP0065,MP,Allocated,P00048750,Project
MP0071,MP,Allocated,P00048751,Project
MP0067,MP,Allocated,P00048752,Project
MP0090,MP,Allocated,P00048753,Project
MP0080,MP,Allocated,P00048754,Project
MP0080,MP,Allocated,P00048755,Project
MP0044,MP,Allocated,P00048756,Project
MP0014,MP,Allocated,P00048757,Project
MP0090,MP,Allocated,P00048758,Project
MP0091,MP,Allocated,P00048759,Project
MP0057,MP,Allocated,P00048760,Project
MP0048,MP,Allocated,P00048761,Project
MP0017,MP,Allocated,P00048762,Project
MP0044,MP,Allocated,P00048763,Project
MP0004,MP,Allocated,P00048764,Project
MP0081,MP,Allocated,P00048765,Project
MP0097,MP,Allocated,P00048766,Project
MP0030,MP,Allocated,P00048767,Project
MP0085,MP,Allocated,P00048768,Project
MP0081,MP,Allocated,P00048769,Project
MP0075,MP,Allocated,P00048770,Project
MP0055,MP,Allocated,P00048771,Project
MP0030,MP,Allocated,P00048772,Project
MP0018,MP,Allocated,P00048773,Project
MP0084,MP,Allocated,P00048774,Project
MP0098,MP,Allocated,P00048775,Project
MP0092,MP,Allocated,P00048776,Project
MP0073,MP,Allocated,P00048777,Project
MP0044,MP,Allocated,P00048778,Project
MP0062,MP,Allocated,P00048779,Project
MP0031,MP,Allocated,P00048780,Project
MP0016,MP,Allocated,P00048781,Project
MP0095,MP,Allocated,P00048782,Project
MP0093,MP,Allocated,P00048783,Project
MP0077,MP,Allocated,P00048784,Project
MP0023,MP,Allocated,P00048785,Project
MP0014,MP,Allocated,P00048786,Project
MP0002,MP,Allocated,P00048787,Project
MP0012,MP,Allocated,P00048788,Project
MP0058,MP,Allocated,P00048789,Project
MP0092,MP,Allocated,P00048790,Project
MP0096,MP,Allocated,P00048791,Project
MP0056,MP,Allocated,P00048792,Project
MP0024,MP,Allocated,P00048793,Project
MP0037,MP,Allocated,P00048794,Project
MP0029,MP,Allocated,P00048795,Project
MP0042,MP,Allocated,P00048796,Project
MP0018,MP,Allocated,P00048797,Project
MP0003,MP,Allocated,P00048798,Project
MP0077,MP,Allocated,P00048799,Project
MP0013,MP,Allocated,P00048800,Project
MP0029,MP,Allocated,P00048801,Project
MP0066,MP,Allocated,P00048802,Project
MP0059,MP,Allocated,P00048803,Project
MP0092,MP,Allocated,P00048804,Project
MP0048,MP,Allocated,P00048805,Project
MP0004,MP,Allocated,P00048806,Project
MP0051,MP,Allocated,P00048807,Project
MP0005,MP,Allocated,P00048808,Project
MP0039,MP,Allocated,P00048809,Project
MP0041,MP,Allocated,P00048810,Project
MP0005,MP,Allocated,P00048811,Project
MP0008,MP,Allocated,P00048812,Project
MP0098,MP,Allocated,P00048813,Project
MP0056,MP,Allocated,P00048814,Project
MP0025,MP,Allocated,P00048815,Project
MP0091,MP,Allocated,P00048816,Project
MP0052,MP,Allocated,P00048817,Project
MP0052,MP,Allocated,P00048818,Project
MP0007,MP,Allocated,P00048819,Project
MP0061,MP,Allocated,P00048820,Project
MP0100,MP,Allocated,P00048821,Project
MP0096,MP,Allocated,P00048822,Project
MP0085,MP,Allocated,P00048823,Project
MP0047,MP,Allocated,P00048824,Project
MP0082,MP,Allocated,P00048825,Project
MP0066,MP,Allocated,P00048826,Project
MP0059,MP,Allocated,P00048827,Project
MP0005,MP,Allocated,P00048828,Project
MP0044,MP,Allocated,P00048829,Project
MP0042,MP,Allocated,P00048830,Project
MP0061,MP,Allocated,P00048831,Project
MP0063,MP,Allocated,P00048832,Project
MP0050,MP,Allocated,P00048833,Project
MP0038,MP,Allocated,P00048834,Project
MP0092,MP,Allocated,P00048835,Project
MP0095,MP,Allocated,P00048836,Project
MP0054,MP,Allocated,P00048837,Project
MP0044,MP,Allocated,P00048838,Project
MP0024,MP,Allocated,P00048839,Project
MP0063,MP,Allocated,P00048840,Project
MP0097,MP,Allocated,P00048841,Project
MP0039,MP,Allocated,P00048842,Project
MP0012,MP,Allocated,P00048843,Project
MP0063,MP,Allocated,P00048844,Project
MP0009,MP,Allocated,P00048845,Project
MP0079,MP,Allocated,P00048846,Project
MP0087,MP,Allocated,P00048847,Project
MP0022,MP,Allocated,P00048848,Project
MP0036,MP,Allocated,P00048849,Project
MP0074,MP,Allocated,P00048850,Project
MP0028,MP,Allocated,P00048851,Project
MP0056,MP,Allocated,P00048852,Project
MP0099,MP,Allocated,P00048853,Project
MP0029,MP,Allocated,P00048854,Project
MP0005,MP,Allocated,P00048855,Project
MP0004,MP,Allocated,P00048856,Project
MP0051,MP,Allocated,P00048857,Project
MP0015,MP,Allocated,P00048858,Project
MP0094,MP,Allocated,P00048859,Project
MP0060,MP,Allocated,P00048860,Project
MP0026,MP,Allocated,P00048861,Project
MP0023,MP,Allocated,P00048862,Project
MP0029,MP,Allocated,P00048863,Project
MP0086,MP,Allocated,P00048864,Project
MP0099,MP,Allocated,P00048865,Project
MP0057,MP,Allocated,P00048866,Project
MP0062,MP,Allocated,P00048867,Project
MP0059,MP,Allocated,P00048868,Project
MP0048,MP,Allocated,P00048869,Project
MP0082,MP,Allocated,P00048870,Project
MP0035,MP,Allocated,P00048871,Project
MP0046,MP,Allocated,P00048872,Project
MP0033,MP,Allocated,P00048873,Project
MP0071,MP,Allocated,P00048874,Project
MP0098,MP,Allocated,P00048875,Project
MP0010,MP,Allocated,P00048876,Project
MP0088,MP,Allocated,P00048877,Project
MP0089,MP,Allocated,P00048878,Project
MP0048,MP,Allocated,P00048879,Project
MP0044,MP,Allocated,P00048880,Project
MP0091,MP,Allocated,P00048881,Project
MP0070,MP,Allocated,P00048882,Project
MP0063,MP,Allocated,P00048883,Project
MP0049,MP,Allocated,P00048884,Project
MP0072,MP,Allocated,P00048885,Project
MP0085,MP,Allocated,P00048886,Project
MP0041,MP,Allocated,P00048887,Project
MP0083,MP,Allocated,P00048888,Project
MP0098,MP,Allocated,P00048889,Project
MP0039,MP,Allocated,P00048890,Project
MP0023,MP,Allocated,P00048891,Project
MP0013,MP,Allocated,P00048892,Project
MP0053,MP,Allocated,P00048893,Project
MP0092,MP,Allocated,P00048894,Project
MP0070,MP,Allocated,P00048895,Project
MP0057,MP,Allocated,P00048896,Project
MP0076,MP,Allocated,P00048897,Project
MP0067,MP,Allocated,P00048898,Project
MP0048,MP,Allocated,P00048899,Project
MP0020,MP,Allocated,P00048900,Project
MP0062,MP,Allocated,P00048901,Project
MP0045,MP,Allocated,P00048902,Project
MP0063,MP,Allocated,P00048903,Project
MP0008,MP,Allocated,P00048904,Project
MP0026,MP,Allocated,P00048905,Project
MP0038,MP,Allocated,P00048906,Project
MP0092,MP,Allocated,P00048907,Project
MP0099,MP,Allocated,P00048908,Project
MP0041,MP,Allocated,P00048909,Project
MP0002,MP,Allocated,P00048910,Project
MP0007,MP,Allocated,P00048911,Project
MP0025,MP,Allocated,P00048912,Project
MP0051,MP,Allocated,P00048913,Project
MP0050,MP,Allocated,P00048914,Project
MP0096,MP,Allocated,P00048915,Project
MP0064,MP,Allocated,P00048916,Project
MP0012,MP,Allocated,P00048917,Project
MP0053,MP,Allocated,P00048918,Project
MP0075,MP,Allocated,P00048919,Project
MP0010,MP,Allocated,P00048920,Project
MP0061,MP,Allocated,P00048921,Project
MP0055,MP,Allocated,P00048922,Project
MP0099,MP,Allocated,P00048923,Project
MP0068,MP,Allocated,P00048924,Project
MP0042,MP,Allocated,P00048925,Project
MP0066,MP,Allocated,P00048926,Project
MP0044,MP,Allocated,P00048927,Project
MP0028,MP,Allocated,P00048928,Project
MP0078,MP,Allocated,P00048929,Project
MP0058,MP,Allocated,P00048930,Project
MP0093,MP,Allocated,P00048931,Project
MP0002,MP,Allocated,P00048932,Project
MP0055,MP,Allocated,P00048933,Project
MP0034,MP,Allocated,P00048934,Project
MP0097,MP,Allocated,P00048935,Project
MP0020,MP,Allocated,P00048936,Project
MP0047,MP,Allocated,P00048937,Project
MP0094,MP,Allocated,P00048938,Project
MP0026,MP,Allocated,P00048939,Project
MP0084,MP,Allocated,P00048940,Project
MP0001,MP,Allocated,P00048941,Project
MP0065,MP,Allocated,P00048942,Project
MP0089,MP,Allocated,P00048943,Project
MP0097,MP,Allocated,P00048944,Project
MP0087,MP,Allocated,P00048945,Project
MP0075,MP,Allocated,P00048946,Project
MP0015,MP,Allocated,P00048947,Project
MP0014,MP,Allocated,P00048948,Project
MP0055,MP,Allocated,P00048949,Project
MP0001,MP,Allocated,P00048950,Project
MP0033,MP,Allocated,P00048951,Project
MP0070,MP,Allocated,P00048952,Project
MP0056,MP,Allocated,P00048953,Project
MP0023,MP,Allocated,P00048954,Project
MP0054,MP,Allocated,P00048955,Project
MP0090,MP,Allocated,P00048956,Project
MP0003,MP,Allocated,P00048957,Project
MP0046,MP,Allocated,P00048958,Project
MP0006,MP,Allocated,P00048959,Project
MP0025,MP,Allocated,P00048960,Project
MP0017,MP,Allocated,P00048961,Project
MP0028,MP,Allocated,P00048962,Project
MP0032,MP,Allocated,P00048963,Project
MP0093,MP,Allocated,P00048964,Project
MP0023,MP,Allocated,P00048965,Project
MP0016,MP,Allocated,P00048966,Project
MP0096,MP,Allocated,P00048967,Project
MP0026,MP,Allocated,P00048968,Project
MP0033,MP,Allocated,P00048969,Project
MP0058,MP,Allocated,P00048970,Project
MP0048,MP,Allocated,P00048971,Project
MP0083,MP,Allocated,P00048972,Project
MP0055,MP,Allocated,P00048973,Project
MP0041,MP,Allocated,P00048974,Project
MP0062,MP,Allocated,P00048975,Project
MP0017,MP,Allocated,P00048976,Project
MP0059,MP,Allocated,P00048977,Project
MP0014,MP,Allocated,P00048978,Project
MP0082,MP,Allocated,P00048979,Project
MP0021,MP,Allocated,P00048980,Project
MP0063,MP,Allocated,P00048981,Project
MP0046,MP,Allocated,P00048982,Project
MP0055,MP,Allocated,P00048983,Project
MP0062,MP,Allocated,P00048984,Project
MP0039,MP,Allocated,P00048985,Project
MP0042,MP,Allocated,P00048986,Project
MP0048,MP,Allocated,P00048987,Project
MP0028,MP,Allocated,P00048988,Project
MP0084,MP,Allocated,P00048989,Project
MP0006,MP,Allocated,P00048990,Project
MP0059,MP,Allocated,P00048991,Project
MP0090,MP,Allocated,P00048992,Project
MP0070,MP,Allocated,P00048993,Project
MP0039,MP,Allocated,P00048994,Project
MP0057,MP,Allocated,P00048995,Project
MP0054,MP,Allocated,P00048996,Project
MP0060,MP,Allocated,P00048997,Project
MP0090,MP,Allocated,P00048998,Project
MP0017,MP,Allocated,P00048999,Project
MP0040,MP,Allocated,P00049000,Project
MP0066,MP,Allocated,P00049001,Project
MP0085,MP,Allocated,P00049002,Project
MP0054,MP,Allocated,P00049003,Project
MP0071,MP,Allocated,P00049004,Project
MP0044,MP,Allocated,P00049005,Project
MP0084,MP,Allocated,P00049006,Project
MP0067,MP,Allocated,P00049007,Project
MP0057,MP,Allocated,P00049008,Project
MP0036,MP,Allocated,P00049009,Project
MP0057,MP,Allocated,P00049010,Project
MP0043,MP,Allocated,P00049011,Project
MP0044,MP,Allocated,P00049012,Project
MP0062,MP,Allocated,P00049013,Project
MP0083,MP,Allocated,P00049014,Project
MP0061,MP,Allocated,P00049015,Project
MP0094,MP,Allocated,P00049016,Project
MP0011,MP,Allocated,P00049017,Project
MP0077,MP,Allocated,P00049018,Project
MP0033,MP,Allocated,P00049019,Project
MP0066,MP,Allocated,P00049020,Project
MP0023,MP,Allocated,P00049021,Project
MP0049,MP,Allocated,P00049022,Project
MP0020,MP,Allocated,P00049023,Project
MP0094,MP,Allocated,P00049024,Project
MP0015,MP,Allocated,P00049025,Project
MP0066,MP,Allocated,P00049026,Project
MP0030,MP,Allocated,P00049027,Project
MP0089,MP,Allocated,P00049028,Project
MP0004,MP,Allocated,P00049029,Project
MP0064,MP,Allocated,P00049030,Project
MP0065,MP,Allocated,P00049031,Project
MP0008,MP,Allocated,P00049032,Project
MP0052,MP,Allocated,P00049033,Project
MP0014,MP,Allocated,P00049034,Project
MP0058,MP,Allocated,P00049035,Project
MP0011,MP,Allocated,P00049036,Project
MP0059,MP,Allocated,P00049037,Project
MP0024,MP,Allocated,P00049038,Project
MP0088,MP,Allocated,P00049039,Project
MP0032,MP,Allocated,P00049040,Project
MP0089,MP,Allocated,P00049041,Project
MP0046,MP,Allocated,P00049042,Project
MP0028,MP,Allocated,P00049043,Project
MP0016,MP,Allocated,P00049044,Project
MP0042,MP,Allocated,P00049045,Project
MP0016,MP,Allocated,P00049046,Project
MP0100,MP,Allocated,P00049047,Project
MP0012,MP,Allocated,P00049048,Project
MP0076,MP,Allocated,P00049049,Project
MP0062,MP,Allocated,P00049050,Project
MP0034,MP,Allocated,P00049051,Project
MP0038,MP,Allocated,P00049052,Project
MP0084,MP,Allocated,P00049053,Project
MP0047,MP,Allocated,P00049054,Project
MP0079,MP,Allocated,P00049055,Project
MP0022,MP,Allocated,P00049056,Project
MP0080,MP,Allocated,P00049057,Project
MP0088,MP,Allocated,P00049058,Project
MP0003,MP,Allocated,P00049059,Project
MP0001,MP,Allocated,P00049060,Project
MP0053,MP,Allocated,P00049061,Project
MP0064,MP,Allocated,P00049062,Project
MP0044,MP,Allocated,P00049063,Project
MP0047,MP,Allocated,P00049064,Project
MP0038,MP,Allocated,P00049065,Project
MP0063,MP,Allocated,P00049066,Project
MP0081,MP,Allocated,P00049067,Project
MP0041,MP,Allocated,P00049068,Project
MP0021,MP,Allocated,P00049069,Project
MP0045,MP,Allocated,P00049070,Project
MP0013,MP,Allocated,P00049071,Project
MP0066,MP,Allocated,P00049072,Project
MP0066,MP,Allocated,P00049073,Project
MP0043,MP,Allocated,P00049074,Project
MP0062,MP,Allocated,P00049075,Project
MP0089,MP,Allocated,P00049076,Project
MP0092,MP,Allocated,P00049077,Project
MP0048,MP,Allocated,P00049078,Project
MP0026,MP,Allocated,P00049079,Project
MP0099,MP,Allocated,P00049080,Project
MP0092,MP,Allocated,P00049081,Project
MP0061,MP,Allocated,P00049082,Project
MP0062,MP,Allocated,P00049083,Project
MP0097,MP,Allocated,P00049084,Project
MP0082,MP,Allocated,P00049085,Project
MP0014,MP,Allocated,P00049086,Project
MP0054,MP,Allocated,P00049087,Project
MP0041,MP,Allocated,P00049088,Project
MP0060,MP,Allocated,P00049089,Project
MP0009,MP,Allocated,P00049090,Project
MP0044,MP,Allocated,P00049091,Project
MP0056,MP,Allocated,P00049092,Project
MP0094,MP,Allocated,P00049093,Project
MP0003,MP,Allocated,P00049094,Project
MP0098,MP,Allocated,P00049095,Project
MP0097,MP,Allocated,P00049096,Project
MP0091,MP,Allocated,P00049097,Project
MP0059,MP,Allocated,P00049098,Project
MP0073,MP,Allocated,P00049099,Project
MP0013,MP,Allocated,P00049100,Project
MP0030,MP,Allocated,P00049101,Project
MP0053,MP,Allocated,P00049102,Project
MP0080,MP,Allocated,P00049103,Project
MP0051,MP,Allocated,P00049104,Project
MP0042,MP,Allocated,P00049105,Project
MP0026,MP,Allocated,P00049106,Project
MP0059,MP,Allocated,P00049107,Project
MP0069,MP,Allocated,P00049108,Project
MP0091,MP,Allocated,P00049109,Project
MP0079,MP,Allocated,P00049110,Project
MP0092,MP,Allocated,P00049111,Project
MP0003,MP,Allocated,P00049112,Project
MP0041,MP,Allocated,P00049113,Project
MP0001,MP,Allocated,P00049114,Project
MP0065,MP,Allocated,P00049115,Project
MP0070,MP,Allocated,P00049116,Project
MP0075,MP,Allocated,P00049117,Project
MP0050,MP,Allocated,P00049118,Project
MP0080,MP,Allocated,P00049119,Project
MP0097,MP,Allocated,P00049120,Project
MP0088,MP,Allocated,P00049121,Project
MP0059,MP,Allocated,P00049122,Project
MP0096,MP,Allocated,P00049123,Project
MP0074,MP,Allocated,P00049124,Project
MP0063,MP,Allocated,P00049125,Project
MP0025,MP,Allocated,P00049126,Project
MP0010,MP,Allocated,P00049127,Project
MP0077,MP,Allocated,P00049128,Project
MP0001,MP,Allocated,P00049129,Project
MP0099,MP,Allocated,P00049130,Project
MP0014,MP,Allocated,P00049131,Project
MP0021,MP,Allocated,P00049132,Project
MP0058,MP,Allocated,P00049133,Project
MP0038,MP,Allocated,P00049134,Project
MP0001,MP,Allocated,P00049135,Project
MP0084,MP,Allocated,P00049136,Project
MP0005,MP,Allocated,P00049137,Project
MP0044,MP,Allocated,P00049138,Project
MP0096,MP,Allocated,P00049139,Project
MP0065,MP,Allocated,P00049140,Project
MP0057,MP,Allocated,P00049141,Project
MP0045,MP,Allocated,P00049142,Project
MP0060,MP,Allocated,P00049143,Project
MP0066,MP,Allocated,P00049144,Project
MP0095,MP,Allocated,P00049145,Project
MP0047,MP,Allocated,P00049146,Project
MP0026,MP,Allocated,P00049147,Project
MP0009,MP,Allocated,P00049148,Project
MP0051,MP,Allocated,P00049149,Project
MP0094,MP,Allocated,P00049150,Project
MP0008,MP,Allocated,P00049151,Project
MP0005,MP,Allocated,P00049152,Project
MP0039,MP,Allocated,P00049153,Project
MP0068,MP,Allocated,P00049154,Project
MP0040,MP,Allocated,P00049155,Project
MP0036,MP,Allocated,P00049156,Project
MP0021,MP,Allocated,P00049157,Project
MP0097,MP,Allocated,P00049158,Project
MP0026,MP,Allocated,P00049159,Project
MP0075,MP,Allocated,P00049160,Project
MP0085,MP,Allocated,P00049161,Project
MP0086,MP,Allocated,P00049162,Project
MP0056,MP,Allocated,P00049163,Project
MP0057,MP,Allocated,P00049164,Project
MP0059,MP,Allocated,P00049165,Project
MP0007,MP,Allocated,P00049166,Project
MP0042,MP,Allocated,P00049167,Project
MP0013,MP,Allocated,P00049168,Project
MP0084,MP,Allocated,P00049169,Project
MP0079,MP,Allocated,P00049170,Project
MP0034,MP,Allocated,P00049171,Project
MP0100,MP,Allocated,P00049172,Project
MP0053,MP,Allocated,P00049173,Project
MP0046,MP,Allocated,P00049174,Project
MP0057,MP,Allocated,P00049175,Project
MP0061,MP,Allocated,P00049176,Project
MP0089,MP,Allocated,P00049177,Project
MP0056,MP,Allocated,P00049178,Project
MP0029,MP,Allocated,P00049179,Project
MP0092,MP,Allocated,P00049180,Project
MP0014,MP,Allocated,P00049181,Project
MP0068,MP,Allocated,P00049182,Project
MP0071,MP,Allocated,P00049183,Project
MP0013,MP,Allocated,P00049184,Project
MP0017,MP,Allocated,P00049185,Project
MP0029,MP,Allocated,P00049186,Project
MP0081,MP,Allocated,P00049187,Project
MP0100,MP,Allocated,P00049188,Project
MP0083,MP,Allocated,P00049189,Project
MP0090,MP,Allocated,P00049190,Project
MP0073,MP,Allocated,P00049191,Project
MP0002,MP,Allocated,P00049192,Project
MP0062,MP,Allocated,P00049193,Project
MP0020,MP,Allocated,P00049194,Project
MP0087,MP,Allocated,P00049195,Project
MP0082,MP,Allocated,P00049196,Project
MP0056,MP,Allocated,P00049197,Project
MP0090,MP,Allocated,P00049198,Project
MP0052,MP,Allocated,P00049199,Project
MP0025,MP,Allocated,P00049200,Project
MP0062,MP,Allocated,P00049201,Project
MP0017,MP,Allocated,P00049202,Project
MP0039,MP,Allocated,P00049203,Project
MP0010,MP,Allocated,P00049204,Project
MP0059,MP,Allocated,P00049205,Project
MP0025,MP,Allocated,P00049206,Project
MP0028,MP,Allocated,P00049207,Project
MP0090,MP,Allocated,P00049208,Project
MP0076,MP,Allocated,P00049209,Project
MP0061,MP,Allocated,P00049210,Project
MP0058,MP,Allocated,P00049211,Project
MP0044,MP,Allocated,P00049212,Project
MP0083,MP,Allocated,P00049213,Project
MP0023,MP,Allocated,P00049214,Project
MP0078,MP,Allocated,P00049215,Project
MP0017,MP,Allocated,P00049216,Project
MP0079,MP,Allocated,P00049217,Project
MP0085,MP,Allocated,P00049218,Project
MP0038,MP,Allocated,P00049219,Project
MP0030,MP,Allocated,P00049220,Project
MP0019,MP,Allocated,P00049221,Project
MP0032,MP,Allocated,P00049222,Project
MP0093,MP,Allocated,P00049223,Project
MP0086,MP,Allocated,P00049224,Project
MP0020,MP,Allocated,P00049225,Project
MP0064,MP,Allocated,P00049226,Project
MP0036,MP,Allocated,P00049227,Project
MP0065,MP,Allocated,P00049228,Project
MP0083,MP,Allocated,P00049229,Project
MP0043,MP,Allocated,P00049230,Project
MP0026,MP,Allocated,P00049231,Project
MP0007,MP,Allocated,P00049232,Project
MP0034,MP,Allocated,P00049233,Project
MP0036,MP,Allocated,P00049234,Project
MP0006,MP,Allocated,P00049235,Project
MP0037,MP,Allocated,P00049236,Project
MP0062,MP,Allocated,P00049237,Project
MP0086,MP,Allocated,P00049238,Project
MP0073,MP,Allocated,P00049239,Project
MP0060,MP,Allocated,P00049240,Project
MP0093,MP,Allocated,P00049241,Project
MP0064,MP,Allocated,P00049242,Project
MP0050,MP,Allocated,P00049243,Project
MP0052,MP,Allocated,P00049244,Project
MP0017,MP,Allocated,P00049245,Project
MP0060,MP,Allocated,P00049246,Project
MP0077,MP,Allocated,P00049247,Project
MP0081,MP,Allocated,P00049248,Project
MP0054,MP,Allocated,P00049249,Project
MP0010,MP,Allocated,P00049250,Project
MP0025,MP,Allocated,P00049251,Project
MP0018,MP,Allocated,P00049252,Project
MP0064,MP,Allocated,P00049253,Project
MP0079,MP,Allocated,P00049254,Project
MP0059,MP,Allocated,P00049255,Project
MP0027,MP,Allocated,P00049256,Project
MP0058,MP,Allocated,P00049257,Project
MP0061,MP,Allocated,P00049258,Project
MP0083,MP,Allocated,P00049259,Project
MP0079,MP,Allocated,P00049260,Project
MP0071,MP,Allocated,P00049261,Project
MP0043,MP,Allocated,P00049262,Project
MP0080,MP,Allocated,P00049263,Project
MP0088,MP,Allocated,P00049264,Project
MP0087,MP,Allocated,P00049265,Project
MP0011,MP,Allocated,P00049266,Project
MP0088,MP,Allocated,P00049267,Project
MP0005,MP,Allocated,P00049268,Project
MP0058,MP,Allocated,P00049269,Project
MP0039,MP,Allocated,P00049270,Project
MP0048,MP,Allocated,P00049271,Project
MP0094,MP,Allocated,P00049272,Project
MP0080,MP,Allocated,P00049273,Project
MP0020,MP,Allocated,P00049274,Project
MP0093,MP,Allocated,P00049275,Project
MP0081,MP,Allocated,P00049276,Project
MP0019,MP,Allocated,P00049277,Project
MP0060,MP,Allocated,P00049278,Project
MP0026,MP,Allocated,P00049279,Project
MP0079,MP,Allocated,P00049280,Project
MP0025,MP,Allocated,P00049281,Project
MP0015,MP,Allocated,P00049282,Project
MP0084,MP,Allocated,P00049283,Project
MP0094,MP,Allocated,P00049284,Project
MP0021,MP,Allocated,P00049285,Project
MP0047,MP,Allocated,P00049286,Project
MP0035,MP,Allocated,P00049287,Project
MP0044,MP,Allocated,P00049288,Project
MP0006,MP,Allocated,P00049289,Project
MP0075,MP,Allocated,P00049290,Project
MP0023,MP,Allocated,P00049291,Project
MP0039,MP,Allocated,P00049292,Project
MP0073,MP,Allocated,P00049293,Project
MP0018,MP,Allocated,P00049294,Project
MP0100,MP,Allocated,P00049295,Project
MP0040,MP,Allocated,P00049296,Project
MP0036,MP,Allocated,P00049297,Project
MP0028,MP,Allocated,P00049298,Project
MP0064,MP,Allocated,P00049299,Project
MP0083,MP,Allocated,P00049300,Project
MP0094,MP,Allocated,P00049301,Project
MP0058,MP,Allocated,P00049302,Project
MP0038,MP,Allocated,P00049303,Project
MP0079,MP,Allocated,P00049304,Project
MP0044,MP,Allocated,P00049305,Project
MP0076,MP,Allocated,P00049306,Project
MP0002,MP,Allocated,P00049307,Project
MP0073,MP,Allocated,P00049308,Project
MP0035,MP,Allocated,P00049309,Project
MP0001,MP,Allocated,P00049310,Project
MP0046,MP,Allocated,P00049311,Project
MP0060,MP,Allocated,P00049312,Project
MP0063,MP,Allocated,P00049313,Project
MP0095,MP,Allocated,P00049314,Project
MP0092,MP,Allocated,P00049315,Project
MP0045,MP,Allocated,P00049316,Project
MP0057,MP,Allocated,P00049317,Project
MP0037,MP,Allocated,P00049318,Project
MP0007,MP,Allocated,P00049319,Project
MP0016,MP,Allocated,P00049320,Project
MP0050,MP,Allocated,P00049321,Project
MP0014,MP,Allocated,P00049322,Project
MP0097,MP,Allocated,P00049323,Project
MP0006,MP,Allocated,P00049324,Project
MP0061,MP,Allocated,P00049325,Project
MP0021,MP,Allocated,P00049326,Project
MP0010,MP,Allocated,P00049327,Project
MP0032,MP,Allocated,P00049328,Project
MP0006,MP,Allocated,P00049329,Project
MP0002,MP,Allocated,P00049330,Project
MP0039,MP,Allocated,P00049331,Project
MP0049,MP,Allocated,P00049332,Project
MP0027,MP,Allocated,P00049333,Project
MP0056,MP,Allocated,P00049334,Project
MP0014,MP,Allocated,P00049335,Project
MP0023,MP,Allocated,P00049336,Project
MP0085,MP,Allocated,P00049337,Project
MP0051,MP,Allocated,P00049338,Project
MP0094,MP,Allocated,P00049339,Project
MP0025,MP,Allocated,P00049340,Project
MP0053,MP,Allocated,P00049341,Project
MP0088,MP,Allocated,P00049342,Project
MP0011,MP,Allocated,P00049343,Project
MP0035,MP,Allocated,P00049344,Project
MP0055,MP,Allocated,P00049345,Project
MP0058,MP,Allocated,P00049346,Project
MP0068,MP,Allocated,P00049347,Project
MP0037,MP,Allocated,P00049348,Project
MP0100,MP,Allocated,P00049349,Project
MP0077,MP,Allocated,P00049350,Project
MP0009,MP,Allocated,P00049351,Project
MP0028,MP,Allocated,P00049352,Project
MP0055,MP,Allocated,P00049353,Project
MP0046,MP,Allocated,P00049354,Project
MP0080,MP,Allocated,P00049355,Project
MP0070,MP,Allocated,P00049356,Project
MP0027,MP,Allocated,P00049357,Project
MP0010,MP,Allocated,P00049358,Project
MP0023,MP,Allocated,P00049359,Project
MP0021,MP,Allocated,P00049360,Project
MP0090,MP,Allocated,P00049361,Project
MP0045,MP,Allocated,P00049362,Project
MP0003,MP,Allocated,P00049363,Project
MP0059,MP,Allocated,P00049364,Project
MP0043,MP,Allocated,P00049365,Project
MP0099,MP,Allocated,P00049366,Project
MP0007,MP,Allocated,P00049367,Project
MP0027,MP,Allocated,P00049368,Project
MP0062,MP,Allocated,P00049369,Project
MP0042,MP,Allocated,P00049370,Project
MP0097,MP,Allocated,P00049371,Project
MP0004,MP,Allocated,P00049372,Project
MP0090,MP,Allocated,P00049373,Project
MP0062,MP,Allocated,P00049374,Project
MP0008,MP,Allocated,P00049375,Project
MP0084,MP,Allocated,P00049376,Project
MP0017,MP,Allocated,P00049377,Project
MP0005,MP,Allocated,P00049378,Project
MP0063,MP,Allocated,P00049379,Project
MP0009,MP,Allocated,P00049380,Project
MP0008,MP,Allocated,P00049381,Project
MP0007,MP,Allocated,P00049382,Project
MP0037,MP,Allocated,P00049383,Project
MP0100,MP,Allocated,P00049384,Project
MP0055,MP,Allocated,P00049385,Project
MP0067,MP,Allocated,P00049386,Project
MP0008,MP,Allocated,P00049387,Project
MP0069,MP,Allocated,P00049388,Project
MP0005,MP,Allocated,P00049389,Project
MP0017,MP,Allocated,P00049390,Project
MP0058,MP,Allocated,P00049391,Project
MP0063,MP,Allocated,P00049392,Project
MP0027,MP,Allocated,P00049393,Project
MP0076,MP,Allocated,P00049394,Project
MP0092,MP,Allocated,P00049395,Project
MP0068,MP,Allocated,P00049396,Project
MP0028,MP,Allocated,P00049397,Project
MP0089,MP,Allocated,P00049398,Project
