Photo_ID,Project_ID,Photo_Date,Latitude,Longitude,Claimed_Latitude,Claimed_Longitude,GPS_Distance_KM,Photo_Hash,Duplicate_Photo_Flag,GPS_Verification
PH00018117,P00018117,2025-05-20,8.250376,76.241513,8.250376,76.241513,0.42,587e8e1cae90ad36,No,Verified
PH00018118,P00018118,2025-07-16,17.325291,85.022321,18.180355,86.100584,89.1,9f101c56bb3f7883,No,Mismatch
PH00018119,P00018119,2025-12-01,16.124549,93.440539,16.124549,93.440539,0.11,e3cadd8106e8f0b0,No,Verified
PH00018120,P00018120,2025-05-04,9.061684,82.777259,10.085689,83.942652,135.52,a34ea9e3833c9b47,No,Mismatch
PH00018121,P00018121,2026-01-15,18.670381,87.42626,18.670381,87.42626,0.32,59f33950cc7b267c,No,Verified
PH00018122,P00018122,2025-11-11,22.822323,91.671671,23.492641,92.303327,49.63,61d548d3f883a7f4,Yes,Duplicate
PH00018123,P00018123,2026-02-03,16.317943,71.360573,16.317943,71.360573,0.24,9f77edf97ef95d3a,No,Verified
PH00018124,P00018124,2025-05-18,34.082004,72.348278,34.082004,72.348278,0.11,3540d97c3bdfa94f,No,Verified
PH00018125,P00018125,2025-11-01,26.771581,73.773034,26.771581,73.773034,0.4,4662d8aa7728d92c,No,Verified
PH00018126,P00018126,2025-12-24,12.591987,87.420601,12.591987,87.420601,0.21,3243cccd24e73d9d,No,Verified
PH00018127,P00018127,2025-09-10,23.254977,95.95509,23.254977,95.95509,0.24,39a1daed7f92e5d0,No,Verified
PH00018128,P00018128,2025-10-24,16.648944,85.000591,16.648944,85.000591,0.01,8d6b4e4a44f8c2f6,No,Verified
PH00018129,P00018129,2025-09-25,22.388005,93.992525,22.388005,93.992525,0.29,7987e3a60cbfcb33,No,Verified
PH00018130,P00018130,2025-10-23,19.895235,85.457484,19.895235,85.457484,0.36,7c8c4b37f60a1096,No,Verified
PH00018131,P00018131,2025-07-02,21.915065,94.722483,21.915065,94.722483,0.29,b4c71529577ca908,No,Verified
PH00018132,P00018132,2025-04-28,17.493888,82.698885,17.493888,82.698885,0.13,84348723532c661d,No,Verified
PH00018133,P00018133,2025-07-13,25.645633,79.052829,25.645633,79.052829,0.2,4920c1e29d40a1d7,No,Verified
PH00018134,P00018134,2025-07-04,9.764302,90.991701,9.764302,90.991701,0.04,8ff9af0e407b59ac,No,Verified
PH00018135,P00018135,2025-11-13,20.522782,81.390792,20.522782,81.390792,0.17,0d372866ca0a4018,No,Verified
PH00018136,P00018136,2025-12-15,17.688356,83.325076,17.688356,83.325076,0.04,899a059c3a893d82,No,Verified
PH00018137,P00018137,2025-07-15,19.243437,94.123772,19.243437,94.123772,0.12,3450a8f0164b764f,No,Verified
PH00018138,P00018138,2025-12-09,34.165711,72.79862,34.165711,72.79862,0.09,4f208bbc68ab23ac,No,Verified
PH00018139,P00018139,2025-11-16,14.209627,94.407191,14.209627,94.407191,0.13,61ad6301bc27e2e8,No,Verified
PH00018140,P00018140,2026-02-06,26.274365,75.834038,26.274365,75.834038,0.41,d4bbb1c19526fb11,No,Verified
PH00018141,P00018141,2025-06-17,16.785778,88.44807,16.785778,88.44807,0.39,3884b9c30670f6d3,No,Verified
PH00018142,P00018142,2025-05-29,25.667955,71.707517,25.667955,71.707517,0.24,8103a3ce40e20cb4,No,Verified
PH00018143,P00018143,2025-08-12,15.310694,72.777419,15.310694,72.777419,0.28,b03c3d643201e766,No,Verified
PH00018144,P00018144,2025-10-15,14.381558,74.898352,15.298326,75.395339,102.33,1a7042b84c06d0a6,No,Mismatch
PH00018145,P00018145,2025-08-12,28.288297,71.024159,28.288297,71.024159,0.06,13e9a4fa85ceb916,No,Verified
PH00018146,P00018146,2025-08-08,10.838428,80.941806,10.838428,80.941806,0.41,8dc77989524ea1f6,No,Verified
PH00018147,P00018147,2025-09-08,17.611972,71.515445,17.611972,71.515445,0.21,7c9138320015113a,No,Verified
PH00018148,P00018148,2025-07-18,9.146529,90.347885,9.146529,90.347885,0.01,43cb5202aaba86b4,No,Verified
PH00018149,P00018149,2025-10-31,18.785841,84.978512,18.785841,84.978512,0.13,c66270b10e5d0a7f,No,Verified
PH00018150,P00018150,2026-02-16,21.331087,96.973738,21.331087,96.973738,0.47,7c3c76bc02b34c79,No,Verified
PH00018151,P00018151,2025-11-17,29.318696,82.369953,29.318696,82.369953,0.38,4dff536b00f9e810,No,Verified
PH00018152,P00018152,2025-09-17,33.022297,72.938122,33.022297,72.938122,0.23,bc9d433faff7aafe,No,Verified
PH00018153,P00018153,2026-03-06,22.086178,76.467987,22.086178,76.467987,0.24,9c35bd2d010d05ef,No,Verified
PH00018154,P00018154,2025-05-27,8.114155,68.206291,8.114155,68.206291,0.37,1d1a11227a3524dc,No,Verified
PH00018155,P00018155,2025-10-10,16.929726,91.233586,16.929726,91.233586,0.25,fd9d04186884bec3,No,Verified
PH00018156,P00018156,2026-01-26,24.236042,71.434607,24.236042,71.434607,0.32,1326a98d509f524b,No,Verified
PH00018157,P00018157,2025-07-11,10.728446,88.200575,10.728446,88.200575,0.42,c4365fd459ea2ab4,No,Verified
PH00018158,P00018158,2026-01-21,30.883082,85.811564,30.883082,85.811564,0.29,76c771a0efdfb4ec,No,Verified
PH00018159,P00018159,2025-11-28,34.249181,79.798985,34.249181,79.798985,0.37,153cfe465745980d,No,Verified
PH00018160,P00018160,2026-01-12,10.481319,90.242644,10.481319,90.242644,0.06,f2ce7f8987bd6af2,No,Verified
PH00018161,P00018161,2026-03-10,14.310405,92.894043,14.310405,92.894043,0.3,9a255967c4c16bdb,No,Verified
PH00018162,P00018162,2025-10-10,19.868235,77.548776,19.868235,77.548776,0.37,675fb30e777a96fe,No,Verified
PH00018163,P00018163,2025-08-07,18.241471,89.998605,18.241471,89.998605,0.07,dfe4f3a6cc5cd5e3,No,Verified
PH00018164,P00018164,2025-05-24,34.07564,70.467027,34.07564,70.467027,0.4,27adbff308b5559a,No,Verified
PH00018165,P00018165,2025-07-07,15.480003,71.153637,15.480003,71.153637,0.39,b6ede017cfc2f3e8,No,Verified
PH00018166,P00018166,2025-08-07,17.586786,71.741257,17.586786,71.741257,0.02,8d4eb8351527c954,No,Verified
PH00018167,P00018167,2025-09-26,13.539371,85.857549,13.539371,85.857549,0.06,5d2c0f2b0673fb7c,No,Verified
PH00018168,P00018168,2026-01-24,12.489097,80.183077,12.489097,80.183077,0.39,bedc527531c75797,No,Verified
PH00018169,P00018169,2025-09-03,16.565793,78.5855,16.565793,78.5855,0.26,3085598c8f47e752,No,Verified
PH00018170,P00018170,2025-05-30,12.661573,94.882902,12.661573,94.882902,0.29,48e932fcf451c2ea,No,Verified
PH00018171,P00018171,2026-01-18,19.311899,72.823602,19.784815,73.609884,69.56,d7568187d85c7f0d,No,Mismatch
PH00018172,P00018172,2025-05-25,28.15669,93.003109,28.15669,93.003109,0.38,37f4064849fc1267,No,Verified
PH00018173,P00018173,2026-02-15,23.411517,74.310533,23.411517,74.310533,0.28,416d7e3310aee464,No,Verified
PH00018174,P00018174,2026-02-01,14.352761,70.550083,14.352761,70.550083,0.47,d34fc5082337ffa3,No,Verified
PH00018175,P00018175,2025-07-11,18.659557,72.680894,18.659557,72.680894,0.05,8a18bbf93fc7b2f9,No,Verified
PH00018176,P00018176,2025-08-11,12.871331,78.800328,12.871331,78.800328,0.12,af4940dcf4d3c78e,No,Verified
PH00018177,P00018177,2025-04-18,34.21024,68.511705,35.239158,69.467047,108.06,076b8c8b7fd465eb,No,Mismatch
PH00018178,P00018178,2025-10-12,23.873331,86.618564,23.873331,86.618564,0.09,05ac2495b2928fbb,No,Verified
PH00018179,P00018179,2025-12-25,17.417361,75.860805,17.417361,75.860805,0.31,2c932b0a2cdaf550,No,Verified
PH00018180,P00018180,2025-07-20,11.444797,71.046045,11.444797,71.046045,0.21,b12c400554bd7960,No,Verified
PH00018181,P00018181,2026-01-06,31.569048,90.546832,31.569048,90.546832,0.06,e7c4ca746481e1c2,No,Verified
PH00018182,P00018182,2025-05-25,8.823401,90.193244,8.823401,90.193244,0.04,d4e2e0c2ceaf8a80,No,Verified
PH00018183,P00018183,2025-08-19,25.375961,80.434035,25.375961,80.434035,0.37,9850d29362efc1fd,No,Verified
PH00018184,P00018184,2025-08-02,13.478186,75.656762,13.478186,75.656762,0.1,9aa3442ad04c16c1,No,Verified
PH00018185,P00018185,2025-05-07,15.962015,81.596014,16.384806,82.620632,109.33,bb8c63525450a15d,No,Mismatch
PH00018186,P00018186,2025-08-10,20.279644,85.242674,20.279644,85.242674,0.23,6a68c8977acb33e0,No,Verified
PH00018187,P00018187,2026-01-22,8.775806,81.06776,8.775806,81.06776,0.05,e8fae54e05bf1d7f,No,Verified
PH00018188,P00018188,2026-01-28,26.465961,92.312435,26.465961,92.312435,0.2,ff2ee6038fb00cb0,No,Verified
PH00018189,P00018189,2025-04-06,18.173968,89.600036,18.173968,89.600036,0.06,458b4e28baec5703,No,Verified
PH00018190,P00018190,2025-09-24,33.955974,83.05813,33.955974,83.05813,0.47,d9cf51b6b5436f81,No,Verified
PH00018191,P00018191,2025-11-12,12.390159,87.210465,12.390159,87.210465,0.24,278c64f82d5246a3,No,Verified
PH00018192,P00018192,2025-10-29,27.337662,82.419281,27.337662,82.419281,0.43,4aa252df17cefca2,No,Verified
PH00018193,P00018193,2025-03-16,13.139713,86.408675,13.139713,86.408675,0.31,a5dd5baffae0394b,No,Verified
PH00018194,P00018194,2025-10-21,24.951183,94.129478,24.951183,94.129478,0.23,7a8d5edb095612a6,No,Verified
PH00018195,P00018195,2025-12-08,19.386559,93.53895,19.386559,93.53895,0.14,2a4b3a1f05cd9b44,No,Verified
PH00018196,P00018196,2025-10-31,17.320505,73.055906,17.74894,74.131014,76.58,3dcdd64d842fcd24,Yes,Duplicate
PH00018197,P00018197,2025-12-15,29.843926,81.860072,29.843926,81.860072,0.43,cf39c5336b715670,No,Verified
PH00018198,P00018198,2025-09-13,12.396986,83.568246,12.396986,83.568246,0.14,ad59565e8e79c2e6,No,Verified
PH00018199,P00018199,2025-08-23,26.795159,77.691088,26.795159,77.691088,0.21,ddca83b8f82a78b8,No,Verified
PH00018200,P00018200,2026-03-07,8.367318,82.318016,8.367318,82.318016,0.02,0cf52815a515df7b,No,Verified
PH00018201,P00018201,2025-08-13,10.749961,91.699978,11.911543,92.583511,97.4,66188225d74f2c2b,No,Mismatch
PH00018202,P00018202,2025-10-05,19.905473,85.691629,19.905473,85.691629,0.24,8304ec0c87a755e4,No,Verified
PH00018203,P00018203,2025-10-21,28.264558,91.385026,28.264558,91.385026,0.25,39f497c9e35afd35,No,Verified
PH00018204,P00018204,2025-09-20,30.916607,75.029795,31.840375,75.445741,84.21,068d8e178a6a990e,No,Mismatch
PH00018205,P00018205,2025-08-07,34.800413,81.974447,34.800413,81.974447,0.14,2ca0f7c0ea53f5c0,No,Verified
PH00018206,P00018206,2025-10-21,19.633991,72.421573,19.633991,72.421573,0.39,aa33813069b7c6e6,No,Verified
PH00018207,P00018207,2025-06-27,23.55407,96.199576,23.55407,96.199576,0.27,130f6cf99cba9737,No,Verified
PH00018208,P00018208,2025-10-14,13.919156,69.706246,13.919156,69.706246,0.39,72d4d2df1e4b5881,No,Verified
PH00018209,P00018209,2025-12-13,12.832784,69.794767,13.190852,70.17666,81.87,95de295e3793d2fb,No,Mismatch
PH00018210,P00018210,2025-05-01,33.922911,76.719412,33.922911,76.719412,0.26,378b977a03d7d478,No,Verified
PH00018211,P00018211,2025-10-01,12.537939,95.249022,12.537939,95.249022,0.31,ce5efd8bb0c0bed6,No,Verified
PH00018212,P00018212,2025-09-12,21.746086,71.78271,21.746086,71.78271,0.08,d9628eea10124667,No,Verified
PH00018213,P00018213,2025-12-09,12.24463,84.308681,13.308452,84.852526,47.19,83e2fd9c1c28e75a,No,Mismatch
PH00018214,P00018214,2026-04-27,16.481419,73.331567,16.481419,73.331567,0.25,dc4dc5bcbc666134,No,Verified
PH00018215,P00018215,2025-12-07,18.811198,71.411005,18.811198,71.411005,0.43,4e38f2f324c6c195,No,Verified
PH00018216,P00018216,2025-04-28,30.02474,87.096902,30.02474,87.096902,0.15,589c44390fb6a69c,No,Verified
PH00018217,P00018217,2025-09-17,10.123357,87.575322,10.906062,88.191824,50.04,58fb141805333f6b,No,Mismatch
PH00018218,P00018218,2025-07-25,14.521023,92.00369,14.521023,92.00369,0.47,f2b4517af8b21725,No,Verified
PH00018219,P00018219,2026-03-20,26.464195,83.254631,26.464195,83.254631,0.44,c21efb9884d1b86d,No,Verified
PH00018220,P00018220,2025-09-03,33.385092,84.931698,33.385092,84.931698,0.29,63556ee398c4d063,No,Verified
PH00018221,P00018221,2025-07-13,25.753638,83.959119,25.753638,83.959119,0.17,6aec16595bf0b397,No,Verified
PH00018222,P00018222,2025-12-21,26.808857,79.03873,26.808857,79.03873,0.23,df7b86676a2c7c5b,No,Verified
PH00018223,P00018223,2025-12-30,29.75181,95.381055,29.75181,95.381055,0.08,5c53915ca8e60a17,No,Verified
PH00018224,P00018224,2026-03-15,18.367352,75.041327,18.975921,75.543598,34.57,8bca881c0202e6ae,No,Mismatch
PH00018225,P00018225,2026-04-04,21.847084,77.830626,21.847084,77.830626,0.3,e92d14d652da69c0,No,Verified
PH00018226,P00018226,2025-11-03,12.716633,79.416285,12.716633,79.416285,0.44,773d7172ed7f8e06,No,Verified
PH00018227,P00018227,2025-06-12,26.409697,88.646219,26.409697,88.646219,0.15,96d51e7a58cf111b,No,Verified
PH00018228,P00018228,2025-07-31,8.567446,86.520423,8.567446,86.520423,0.4,160688af9ad6dfa1,No,Verified
PH00018229,P00018229,2025-12-31,28.635897,90.611611,28.635897,90.611611,0.07,fa344f407705ba3b,No,Verified
PH00018230,P00018230,2025-06-07,25.34501,87.659955,26.029322,88.454869,29.36,b93aceec97bdf846,Yes,Duplicate
PH00018231,P00018231,2025-11-19,31.987774,94.726359,32.534579,95.839889,27.11,a5cc7c237b8e6156,No,Mismatch
PH00018232,P00018232,2025-12-02,21.21439,76.141359,21.21439,76.141359,0.42,33e9ad29eb656919,No,Verified
PH00018233,P00018233,2026-01-12,8.626705,96.203037,8.626705,96.203037,0.07,5a2c088c3ad461a2,No,Verified
PH00018234,P00018234,2025-03-25,14.594337,78.160733,14.594337,78.160733,0.42,3d05a3a7964c0bc5,No,Verified
PH00018235,P00018235,2025-10-12,18.221734,70.559707,18.221734,70.559707,0.14,20d5d8b716af18b0,No,Verified
PH00018236,P00018236,2025-10-27,13.543759,83.702499,13.543759,83.702499,0.48,abbe54326686297f,No,Verified
PH00018237,P00018237,2025-05-25,25.013174,89.858461,25.013174,89.858461,0.29,cfb141b2aecccda1,No,Verified
PH00018238,P00018238,2025-11-26,27.65826,76.233028,27.65826,76.233028,0.33,1cc2ca1d5c878a18,No,Verified
PH00018239,P00018239,2025-07-28,12.073761,73.965492,12.073761,73.965492,0.46,9625a89219681c67,No,Verified
PH00018240,P00018240,2025-09-04,27.646037,92.749504,27.646037,92.749504,0.46,7595fba5b5df04b8,No,Verified
PH00018241,P00018241,2025-04-15,16.372213,86.949326,16.372213,86.949326,0.39,a9443d13223bc981,No,Verified
PH00018242,P00018242,2026-01-26,10.730065,73.621418,10.730065,73.621418,0.33,5c079a47f2f85528,No,Verified
PH00018243,P00018243,2026-02-08,25.752301,93.955095,25.752301,93.955095,0.04,13a08b1293da0aaa,No,Verified
PH00018244,P00018244,2025-06-11,27.523294,78.040318,27.523294,78.040318,0.03,348b5a2bb301de2d,No,Verified
PH00018245,P00018245,2026-02-18,22.326286,84.239986,22.326286,84.239986,0.33,8cf72403065a091d,No,Verified
PH00018246,P00018246,2026-03-05,32.892354,85.034048,33.847883,85.452025,108.85,691e26c02a91592b,No,Mismatch
PH00018247,P00018247,2025-09-16,30.301669,96.02692,30.301669,96.02692,0.02,75e5751d4e7f9f97,No,Verified
PH00018248,P00018248,2025-08-05,13.68072,90.859462,13.68072,90.859462,0.37,56e928cdfe85f080,No,Verified
PH00018249,P00018249,2025-06-15,26.77336,69.671005,26.77336,69.671005,0.47,b2204fc9cb8b490d,No,Verified
PH00018250,P00018250,2025-10-13,28.585836,77.818366,28.585836,77.818366,0.25,c6c54923317cee1f,No,Verified
PH00018251,P00018251,2025-09-13,24.638052,90.241659,25.759721,90.794091,92.28,deda497e48dbbbc6,No,Mismatch
PH00018252,P00018252,2025-03-15,17.054259,94.406065,17.054259,94.406065,0.47,5b0161a759d283f5,No,Verified
PH00018253,P00018253,2025-09-17,25.116416,91.349613,25.116416,91.349613,0.32,cc350da128a4b3a6,No,Verified
PH00018254,P00018254,2026-01-09,16.146222,68.942295,16.146222,68.942295,0.41,7816036e525c4f9a,No,Verified
PH00018255,P00018255,2025-11-27,9.116809,68.580325,9.116809,68.580325,0.38,e8375299e5209804,No,Verified
PH00018256,P00018256,2025-07-05,8.804567,85.314366,8.804567,85.314366,0.12,477477bce2c53122,No,Verified
PH00018257,P00018257,2025-08-11,23.711805,93.014787,23.711805,93.014787,0.18,fc9cadf3ee87a242,No,Verified
PH00018258,P00018258,2025-09-20,31.953007,94.630463,31.953007,94.630463,0.16,bda10675dbe5bc66,No,Verified
PH00018259,P00018259,2025-04-01,17.918606,81.287877,17.918606,81.287877,0.09,643069d9e4f6db2a,No,Verified
PH00018260,P00018260,2025-12-20,27.441906,90.963917,28.176837,91.934966,44.93,2faa8005ccac6f43,No,Mismatch
PH00018261,P00018261,2025-07-06,33.693437,74.096046,33.693437,74.096046,0.38,c714a62b5fcfa8f6,No,Verified
PH00018262,P00018262,2025-08-21,9.04194,68.948629,9.04194,68.948629,0.48,82ac7f5c2d8dca65,No,Verified
PH00018263,P00018263,2025-10-08,20.922895,83.018633,20.922895,83.018633,0.06,df85b719150109e8,No,Verified
PH00018264,P00018264,2025-06-14,17.753599,77.098375,17.753599,77.098375,0.23,d29fd1f8bb09daa8,No,Verified
PH00018265,P00018265,2025-10-16,30.213217,74.962996,30.213217,74.962996,0.37,d33ba98c55a6b934,No,Verified
PH00018266,P00018266,2026-01-09,15.616139,82.717676,15.616139,82.717676,0.25,86ced758df235cac,No,Verified
PH00018267,P00018267,2025-08-08,32.045537,90.000233,32.045537,90.000233,0.47,79a203ea1b123351,No,Verified
PH00018268,P00018268,2025-11-06,12.821946,88.918652,12.821946,88.918652,0.17,b1699d370dfb8fac,No,Verified
PH00018269,P00018269,2025-10-16,8.204997,93.98598,8.204997,93.98598,0.16,76c5b528074e9de1,No,Verified
PH00018270,P00018270,2025-11-08,14.638078,74.332725,14.638078,74.332725,0.38,2cf50e8b5fcb0f95,No,Verified
PH00018271,P00018271,2026-02-11,24.814055,80.175206,24.814055,80.175206,0.41,f7debdec39aa47d4,No,Verified
PH00018272,P00018272,2026-01-21,21.299719,90.942673,21.299719,90.942673,0.18,aaf19fe4875626db,No,Verified
PH00018273,P00018273,2025-08-11,34.577494,71.60358,34.577494,71.60358,0.42,396c97db505fbb1b,No,Verified
PH00018274,P00018274,2025-08-19,13.190726,87.295959,13.190726,87.295959,0.48,090ab9e9313fef8b,No,Verified
PH00018275,P00018275,2025-06-29,17.873205,74.406764,17.873205,74.406764,0.18,ae339e62a056b589,No,Verified
PH00018276,P00018276,2025-06-07,21.022484,84.238395,21.022484,84.238395,0.45,d843af55b855ff15,No,Verified
PH00018277,P00018277,2026-02-15,9.371579,84.723455,9.371579,84.723455,0.12,f478c43ca380e5c9,No,Verified
PH00018278,P00018278,2025-06-06,18.740466,91.598061,18.740466,91.598061,0.33,7aa08988660572ad,No,Verified
PH00018279,P00018279,2025-06-27,18.127415,77.047498,18.127415,77.047498,0.05,e35b1df80d837c63,No,Verified
PH00018280,P00018280,2026-03-22,18.635353,71.629925,18.635353,71.629925,0.37,4d3d840f876faa6d,No,Verified
PH00018281,P00018281,2025-07-05,11.491836,82.402795,11.491836,82.402795,0.43,103e071ec48d1e47,No,Verified
PH00018282,P00018282,2026-02-14,31.683228,77.707475,31.683228,77.707475,0.07,36e953b85bba3368,No,Verified
PH00018283,P00018283,2026-02-21,13.93795,83.449381,13.93795,83.449381,0.36,fd833aa75a8b93e0,No,Verified
PH00018284,P00018284,2025-11-06,20.925408,91.196541,20.925408,91.196541,0.29,7f08d49edf99c600,No,Verified
PH00018285,P00018285,2026-03-21,31.854609,82.425354,31.854609,82.425354,0.08,57c836db95b43963,No,Verified
PH00018286,P00018286,2025-07-07,14.098314,85.4902,14.098314,85.4902,0.16,e4072be4ffe1de8e,No,Verified
PH00018287,P00018287,2025-04-06,26.468048,93.473752,26.468048,93.473752,0.17,21cdaff3974d84f8,No,Verified
PH00018288,P00018288,2025-09-18,19.450016,96.357388,19.450016,96.357388,0.35,9b18ea1c228eaceb,No,Verified
PH00018289,P00018289,2025-06-11,11.980037,80.271964,11.980037,80.271964,0.36,8015689b9224e924,No,Verified
PH00018290,P00018290,2025-08-19,8.793416,95.152431,8.793416,95.152431,0.38,55e7fc2b83231ea2,No,Verified
PH00018291,P00018291,2025-08-12,14.214784,85.557665,14.214784,85.557665,0.04,fbae84b9504748be,No,Verified
PH00018292,P00018292,2026-02-23,28.471497,90.823375,28.471497,90.823375,0.37,0cd9124d0a80ca8d,No,Verified
PH00018293,P00018293,2026-03-18,30.016518,69.741155,30.016518,69.741155,0.06,1669ecd7a83a507c,No,Verified
PH00018294,P00018294,2025-11-21,13.586025,80.782043,13.586025,80.782043,0.4,935996e442d50109,No,Verified
PH00018295,P00018295,2025-03-11,30.778536,78.937885,30.778536,78.937885,0.45,944b21adcf2a6e07,No,Verified
PH00018296,P00018296,2025-09-27,22.261207,69.594711,22.261207,69.594711,0.11,09f7063d406a43b0,No,Verified
PH00018297,P00018297,2026-02-10,29.843561,84.78431,29.843561,84.78431,0.2,9cf337149a796029,No,Verified
PH00018298,P00018298,2025-03-31,25.869768,78.305175,25.869768,78.305175,0.45,f7fc5f082650bb0c,No,Verified
PH00018299,P00018299,2025-06-06,30.94107,78.196415,30.94107,78.196415,0.32,dea90e19c3d257d3,No,Verified
PH00018300,P00018300,2025-08-14,8.72521,87.704772,8.72521,87.704772,0.11,e3fb2d8c761dea72,No,Verified
PH00018301,P00018301,2025-03-23,10.380146,82.743871,11.115387,83.55725,75.33,4dd14f069877dcfa,Yes,Duplicate
PH00018302,P00018302,2025-12-28,21.604893,70.014527,21.604893,70.014527,0.15,2145783a985857ab,No,Verified
PH00018303,P00018303,2025-11-12,32.222067,78.227231,32.222067,78.227231,0.22,e8d1ca9dca093363,No,Verified
PH00018304,P00018304,2025-08-17,27.874159,90.099073,27.874159,90.099073,0.47,1e978e0920a46d4a,No,Verified
PH00018305,P00018305,2025-05-20,11.900583,90.066831,11.900583,90.066831,0.35,8598ec22e1261b62,No,Verified
PH00018306,P00018306,2025-12-17,18.948709,71.959059,18.948709,71.959059,0.12,29c26ac2f5eb4d78,No,Verified
PH00018307,P00018307,2025-08-10,14.449068,72.897557,14.449068,72.897557,0.47,26acbf651c93509b,No,Verified
PH00018308,P00018308,2025-07-13,30.227077,73.378644,30.227077,73.378644,0.06,1fec58841443ea05,No,Verified
PH00018309,P00018309,2025-09-03,21.446219,72.971009,21.446219,72.971009,0.12,f40a97ed8ff26e80,No,Verified
PH00018310,P00018310,2025-11-21,31.99325,72.366066,31.99325,72.366066,0.11,3dbbc5474e5fee1a,No,Verified
PH00018311,P00018311,2025-05-30,10.221603,69.072712,11.08294,69.441586,74.37,d21f97fb6c3f002a,No,Mismatch
PH00018312,P00018312,2025-09-25,26.677718,94.62428,27.413874,95.53748,30.87,40c62c63f63716bb,No,Mismatch
PH00018313,P00018313,2026-01-04,24.671535,81.377874,24.671535,81.377874,0.27,bfcc2ba47ff99945,No,Verified
PH00018314,P00018314,2025-10-21,26.902886,69.4616,26.902886,69.4616,0.23,126d3c62b0505382,No,Verified
PH00018315,P00018315,2025-08-21,17.354136,83.971579,17.354136,83.971579,0.47,656a6ee2a9436cc2,No,Verified
PH00018316,P00018316,2025-12-31,20.645632,74.862464,20.645632,74.862464,0.31,b4fff9bdc4cb71d0,No,Verified
PH00018317,P00018317,2025-04-11,16.5479,75.812986,16.5479,75.812986,0.19,b6ad65e2c61b47d9,No,Verified
PH00018318,P00018318,2025-08-28,18.789779,93.488303,18.789779,93.488303,0.49,a5f57929d1f3e788,No,Verified
PH00018319,P00018319,2026-01-08,12.383564,71.337214,12.383564,71.337214,0.16,c4d24ce490ffaefd,No,Verified
PH00018320,P00018320,2025-09-04,19.050749,74.222294,19.050749,74.222294,0.1,0d1a36837322fbe7,No,Verified
PH00018321,P00018321,2025-10-20,21.011202,78.784045,21.011202,78.784045,0.15,fa056c57215ff329,No,Verified
PH00018322,P00018322,2025-08-15,13.264774,80.390198,14.097856,80.930183,51.18,0ece61b2f71af791,No,Mismatch
PH00018323,P00018323,2025-11-13,33.782558,95.334328,33.782558,95.334328,0.4,eb0c2adb70d2ea0f,No,Verified
PH00018324,P00018324,2025-09-10,34.384907,87.709468,34.384907,87.709468,0.18,df2a6b147f645136,No,Verified
PH00018325,P00018325,2025-09-05,30.982224,89.595399,30.982224,89.595399,0.17,92f86ead379e6732,No,Verified
PH00018326,P00018326,2025-07-04,19.901151,90.653482,19.901151,90.653482,0.35,465585742deba85f,No,Verified
PH00018327,P00018327,2025-07-30,18.501263,83.172413,18.501263,83.172413,0.44,c46c424e87186744,No,Verified
PH00018328,P00018328,2025-03-27,28.220613,69.707137,28.220613,69.707137,0.43,5b337a17750012d0,No,Verified
PH00018329,P00018329,2025-08-29,20.663379,93.148928,21.220471,93.800965,45.84,b6d03f1684da9f49,Yes,Duplicate
PH00018330,P00018330,2025-10-07,17.503581,91.989322,17.503581,91.989322,0.32,3af478bda421f1e9,No,Verified
PH00018331,P00018331,2025-09-11,16.99208,96.576344,16.99208,96.576344,0.33,b1f8d7268a7205c1,No,Verified
PH00018332,P00018332,2025-09-27,26.936381,89.963756,26.936381,89.963756,0.4,2a7785437af0f97e,No,Verified
PH00018333,P00018333,2026-03-02,23.374283,89.544053,23.374283,89.544053,0.5,77aa25e3be0fe465,No,Verified
PH00018334,P00018334,2025-06-18,18.642961,88.152201,18.642961,88.152201,0.28,26e37bb42ba6bff7,No,Verified
PH00018335,P00018335,2025-10-10,16.871527,86.548229,16.871527,86.548229,0.28,603476c9d08b2473,No,Verified
PH00018336,P00018336,2025-10-08,20.495372,87.856008,20.495372,87.856008,0.02,921f6ddc0a3464a1,No,Verified
PH00018337,P00018337,2025-04-17,20.57595,88.654991,20.57595,88.654991,0.46,b5f2e78b93619f8b,No,Verified
PH00018338,P00018338,2026-03-21,22.624135,94.490239,22.624135,94.490239,0.1,535fd116bcba34e3,No,Verified
PH00018339,P00018339,2025-08-18,21.715976,93.810913,21.715976,93.810913,0.18,9dc1f65096141b23,No,Verified
PH00018340,P00018340,2025-03-13,29.782667,69.654834,29.782667,69.654834,0.08,4f28336209fbb122,No,Verified
PH00018341,P00018341,2025-06-29,20.509936,84.333005,20.509936,84.333005,0.21,ce3e6985a92ae78e,No,Verified
PH00018342,P00018342,2025-08-29,20.285929,95.819892,20.285929,95.819892,0.45,101ef031e1972c0d,No,Verified
PH00018343,P00018343,2025-06-12,21.300808,77.529162,21.300808,77.529162,0.28,df1aecde2b970e54,No,Verified
PH00018344,P00018344,2025-07-21,25.705791,92.526759,25.705791,92.526759,0.46,08c568c6716eae59,No,Verified
PH00018345,P00018345,2025-10-25,34.004968,77.623474,34.004968,77.623474,0.29,c9f3c9ff3287f1df,No,Verified
PH00018346,P00018346,2025-06-07,29.392585,91.175009,29.392585,91.175009,0.05,abf5525a2095dc9b,No,Verified
PH00018347,P00018347,2025-09-18,27.077855,90.472183,27.077855,90.472183,0.1,0958fc50adebda55,No,Verified
